XUTM,YUTM,EC 0-0.25 m
478419.71875,6310007.00000,13.64177
478412.78125,6310008.00000,14.37724
478411.78125,6310008.00000,14.65003
478408.40625,6310003.00000,13.49665
478409.78125,6310008.00000,15.13715
478410.78125,6310008.00000,15.10620
478407.40625,6310003.00000,13.70861
478406.40625,6310003.50000,14.03801
478405.68750,6309993.00000,12.81776
478405.40625,6310003.50000,14.09003
478402.93750,6309994.50000,12.65977
478406.34375,6309993.00000,12.80813
478424.81250,6309987.50000,6.90287
478424.87500,6309986.50000,5.49049
478424.90625,6309985.50000,5.07270
478423.50000,6309984.50000,4.75417
478422.87500,6309984.50000,4.53983
478421.71875,6309984.00000,4.58521
478421.00000,6309983.50000,4.57962
478420.09375,6309983.50000,4.49073
478419.37500,6309983.00000,4.50797
478417.43750,6309982.00000,5.46811
478418.31250,6309981.50000,5.18294
478419.37500,6309982.00000,4.81767
478416.34375,6309981.50000,6.22227
478406.75000,6309992.00000,12.80602
478406.90625,6309991.00000,12.77322
478406.84375,6309989.00000,12.84368
478406.84375,6309990.00000,12.79552
478406.84375,6309988.00000,12.99238
478406.84375,6309987.00000,13.23505
478406.81250,6309986.00000,13.44115
478406.81250,6309985.00000,13.66196
478407.90625,6309984.00000,13.75720
478406.84375,6309984.00000,13.93324
478413.71875,6309981.50000,8.50168
478412.34375,6309981.50000,9.45705
478411.65625,6309981.50000,10.58254
478415.59375,6309981.00000,6.83698
478414.56250,6309980.50000,7.94136
478410.62500,6309982.00000,12.01496
478409.81250,6309982.00000,13.00792
478408.68750,6309982.50000,13.67605
478407.93750,6309983.00000,13.88805
478424.59375,6309994.50000,13.85144
478421.40625,6309997.00000,12.95888
478422.53125,6309996.50000,13.29344
478424.31250,6309995.50000,13.71352
478424.68750,6309995.50000,13.85243
478425.43750,6309991.50000,13.08574
478425.34375,6309992.50000,13.55170
478425.50000,6309990.50000,12.11929
478425.21875,6309993.50000,13.81714
478425.56250,6309989.50000,10.84708
478425.56250,6309988.50000,9.22989
478425.59375,6309987.50000,7.29581
478420.71875,6310007.00000,13.77588
478421.71875,6310007.00000,14.12188
478421.37500,6310002.50000,12.76250
478422.53125,6309997.50000,13.19927
478423.37500,6309998.00000,13.34115
478407.40625,6310008.50000,15.31235
478406.40625,6310008.50000,15.63435
478403.00000,6309993.50000,12.69032
478405.53125,6309992.00000,12.86805
478403.09375,6309992.50000,12.85234
478404.40625,6310003.50000,14.04821
478405.40625,6310008.50000,15.32560
478401.84375,6309993.50000,12.60834
478401.96875,6309994.50000,12.59820
478405.87500,6309992.00000,12.85018
478425.68750,6309985.50000,5.36364
478427.06250,6309986.50000,6.21864
478425.68750,6309984.50000,5.19775
478424.90625,6309984.50000,4.87423
478423.50000,6309983.50000,4.59485
478422.93750,6309983.50000,4.51766
478421.71875,6309983.00000,4.60259
478421.06250,6309982.50000,4.60803
478420.09375,6309982.50000,4.58809
478417.46875,6309981.00000,5.63598
478419.40625,6309981.00000,4.94149
478418.34375,6309980.50000,5.18877
478420.12500,6309981.50000,4.76695
478416.37500,6309980.50000,6.42916
478406.00000,6309991.00000,12.87185
478406.06250,6309990.00000,12.88994
478406.09375,6309989.00000,12.99904
478406.12500,6309988.00000,13.19747
478406.12500,6309987.00000,13.41258
478406.15625,6309986.00000,13.62276
478406.15625,6309985.00000,13.87479
478406.87500,6309983.00000,14.10184
478406.18750,6309984.00000,14.13176
478413.71875,6309980.50000,9.15816
478412.46875,6309980.50000,10.02750
478411.68750,6309980.50000,10.88193
478410.62500,6309981.00000,12.20998
478415.62500,6309980.00000,7.27791
478414.56250,6309979.50000,8.62355
478409.84375,6309981.00000,13.04382
478408.71875,6309981.50000,13.64967
478407.96875,6309982.00000,13.94300
478406.90625,6309982.00000,14.15998
478425.06250,6309994.50000,13.93183
478422.84375,6309997.00000,13.42696
478424.62500,6309996.50000,13.73906
478424.59375,6309996.50000,13.67415
478424.84375,6309995.50000,13.83906
478427.09375,6309992.50000,13.76143
478427.15625,6309991.50000,13.16935
478427.12500,6309993.50000,14.11391
478427.25000,6309990.50000,11.79987
478427.18750,6309994.50000,14.29652
478427.21875,6309989.50000,10.19190
478427.12500,6309988.50000,8.41564
478427.09375,6309987.50000,7.16091
478422.71875,6310007.00000,14.31249
478422.37500,6310002.00000,12.98315
478424.37500,6310002.00000,13.22845
478423.37500,6310002.00000,13.11670
478425.37500,6310002.00000,13.38646
478425.03125,6309997.50000,13.54469
478401.75000,6309992.50000,12.73581
478403.15625,6309991.50000,12.92779
478405.53125,6309991.00000,12.91172
478401.68750,6309991.50000,12.91013
478402.53125,6309991.00000,12.97872
478404.40625,6310008.50000,15.14829
478403.40625,6310003.50000,13.89349
478400.43750,6310009.00000,14.21806
478402.43750,6310008.50000,14.55640
478400.59375,6309993.50000,12.51566
478400.62500,6309995.50000,12.45230
478399.00000,6309997.50000,12.51517
478427.06250,6309985.50000,5.79194
478427.90625,6309986.00000,6.30640
478427.96875,6309987.00000,6.66892
478427.06250,6309984.50000,5.59285
478425.71875,6309983.50000,5.06693
478424.93750,6309983.50000,4.78073
478423.00000,6309982.50000,4.52723
478424.96875,6309982.50000,4.75847
478421.75000,6309982.00000,4.62327
478421.09375,6309981.50000,4.70293
478417.50000,6309980.00000,5.81041
478420.15625,6309980.50000,4.86248
478419.43750,6309980.00000,4.97934
478418.37500,6309979.50000,5.27497
478416.40625,6309979.50000,6.72225
478405.50000,6309990.00000,12.99331
478405.46875,6309989.00000,13.03178
478405.43750,6309988.00000,13.26029
478405.37500,6309987.00000,13.53277
478405.37500,6309986.00000,13.74641
478405.34375,6309985.00000,13.96726
478405.34375,6309984.00000,14.21547
478406.21875,6309983.00000,14.26692
478405.34375,6309983.00000,14.37075
478413.71875,6309979.50000,9.79642
478412.56250,6309979.50000,10.59596
478411.68750,6309979.50000,11.34194
478410.62500,6309980.00000,12.55084
478409.87500,6309980.00000,13.15232
478415.65625,6309979.00000,7.71483
478414.56250,6309978.50000,9.23456
478408.78125,6309980.50000,13.57837
478407.96875,6309981.00000,13.88538
478406.93750,6309981.00000,14.06532
478406.21875,6309982.00000,14.28129
478427.21875,6309995.50000,14.22398
478427.28125,6309996.50000,13.98174
478428.12500,6309993.50000,13.79029
478428.12500,6309992.50000,13.40920
478428.12500,6309991.50000,12.59900
478428.15625,6309994.50000,14.09496
478428.12500,6309990.50000,11.96278
478428.21875,6309990.00000,11.19028
478428.15625,6309995.50000,14.13988
478428.15625,6309989.50000,10.44130
478428.09375,6309989.00000,9.43727
478428.00000,6309988.00000,7.52454
478428.25000,6309988.50000,8.36097
478423.71875,6310007.00000,14.38625
478424.68750,6310006.50000,14.15398
478425.68750,6310006.50000,13.86090
478426.68750,6310006.50000,13.79730
478426.37500,6310002.00000,13.53355
478427.34375,6309997.50000,13.68030
478400.62500,6309992.00000,12.74712
478403.18750,6309990.50000,13.06045
478401.65625,6309990.50000,13.07990
478402.56250,6309990.00000,13.13023
478403.43750,6310008.50000,14.83788
478402.40625,6310003.50000,13.70948
478401.43750,6310009.00000,14.32625
478399.40625,6310003.50000,13.26611
478400.40625,6310003.50000,13.16851
478399.43750,6310009.00000,14.13121
478401.40625,6310003.50000,13.48725
478399.87500,6309994.00000,12.48203
478399.75000,6309993.00000,12.59832
478400.00000,6309995.00000,12.40184
478398.59375,6309996.50000,12.34250
478398.40625,6310003.00000,13.31302
478397.40625,6310003.00000,13.22258
478397.12500,6309997.00000,12.35673
478427.87500,6309985.00000,6.01317
478428.43750,6309986.50000,6.69268
478428.59375,6309985.50000,6.46521
478428.31250,6309987.50000,7.20248
478427.84375,6309984.00000,5.81157
478427.06250,6309983.50000,5.48045
478425.75000,6309982.50000,4.99209
478423.03125,6309981.50000,4.60130
478425.03125,6309981.50000,4.76848
478425.75000,6309981.50000,4.95474
478421.78125,6309981.00000,4.68279
478421.12500,6309980.50000,4.82940
478417.53125,6309979.00000,5.91446
478420.18750,6309979.50000,4.88119
478419.46875,6309979.00000,5.01593
478418.40625,6309978.50000,5.50668
478416.40625,6309978.50000,7.03746
478404.31250,6309989.00000,13.21759
478404.31250,6309988.00000,13.44711
478404.31250,6309987.00000,13.73811
478404.34375,6309986.00000,14.02268
478404.37500,6309985.00000,14.17910
478404.40625,6309984.00000,14.28054
478405.34375,6309982.00000,14.39861
478404.40625,6309983.00000,14.32738
478413.75000,6309978.50000,10.37013
478412.59375,6309978.50000,11.17687
478411.71875,6309978.50000,11.79692
478410.62500,6309979.00000,12.81354
478409.90625,6309979.00000,13.28368
478408.81250,6309979.50000,13.54857
478415.68750,6309978.00000,8.18420
478414.56250,6309977.50000,9.76987
478408.00000,6309980.00000,13.76619
478406.96875,6309980.00000,13.92900
478406.25000,6309981.00000,14.18504
478405.31250,6309981.00000,14.23773
478428.21875,6309996.50000,13.97301
478428.25000,6309997.50000,13.63151
478429.25000,6309994.00000,13.73779
478428.87500,6309993.00000,13.29578
478428.62500,6309992.00000,12.75147
478428.40625,6309991.00000,11.99311
478429.71875,6309995.00000,13.87733
478430.50000,6309990.00000,11.51367
478430.31250,6309989.00000,10.47902
478430.21875,6309995.50000,13.77209
478430.15625,6309988.00000,9.15068
478428.65625,6310006.00000,13.66196
478429.65625,6310006.00000,13.58597
478427.65625,6310006.00000,13.69314
478427.34375,6310002.00000,13.62651
478428.34375,6310002.00000,13.62544
478399.65625,6309992.00000,12.76000
478400.65625,6309990.00000,13.15077
478403.21875,6309989.50000,13.21808
478401.62500,6309989.50000,13.30960
478402.56250,6309989.00000,13.36794
478398.43750,6310009.00000,14.16880
478397.43750,6310009.00000,14.08438
478396.43750,6310009.00000,13.84779
478397.78125,6309994.00000,12.46172
478397.96875,6309995.00000,12.38981
478397.62500,6309993.00000,12.60072
478398.25000,6309995.50000,12.34108
478396.40625,6310003.00000,13.18218
478396.75000,6309996.00000,12.24698
478395.40625,6309997.50000,12.17218
478428.75000,6309984.50000,6.22769
478429.93750,6309986.00000,7.26385
478430.03125,6309987.00000,7.64080
478429.87500,6309985.00000,7.00039
478428.84375,6309983.50000,6.11862
478427.84375,6309983.00000,5.72796
478427.06250,6309982.50000,5.37097
478423.59375,6309981.00000,4.60640
478423.03125,6309980.50000,4.61593
478425.09375,6309980.50000,4.81622
478425.78125,6309980.50000,4.97461
478427.09375,6309981.50000,5.32332
478421.81250,6309980.00000,4.77307
478421.18750,6309979.50000,4.89106
478417.53125,6309978.00000,6.10796
478420.21875,6309978.50000,4.92700
478421.18750,6309978.50000,4.95722
478419.50000,6309978.00000,5.13941
478418.43750,6309977.50000,5.71835
478416.43750,6309977.50000,7.41089
478403.25000,6309988.50000,13.52271
478403.28125,6309987.50000,13.83909
478403.28125,6309986.50000,14.12244
478403.28125,6309985.50000,14.29738
478403.31250,6309984.50000,14.35603
478403.34375,6309983.50000,14.31011
478404.43750,6309982.00000,14.26021
478403.34375,6309982.50000,14.11185
478412.84375,6309978.00000,11.54553
478413.75000,6309977.50000,10.77504
478411.75000,6309977.50000,12.30760
478410.65625,6309978.00000,13.00912
478409.90625,6309978.00000,13.35962
478408.84375,6309978.50000,13.51441
478408.03125,6309979.00000,13.58184
478415.75000,6309977.00000,8.64841
478414.56250,6309976.50000,10.27642
478407.00000,6309979.00000,13.74254
478406.28125,6309980.00000,13.98865
478405.31250,6309980.00000,13.92031
478404.43750,6309981.00000,14.07513
478430.71875,6309996.50000,13.62553
478429.34375,6310002.00000,13.52165
478430.34375,6310002.00000,13.44471
478431.34375,6309997.50000,13.33139
478431.12500,6309993.50000,13.27813
478431.06250,6309992.50000,12.96256
478431.00000,6309992.00000,12.53469
478430.71875,6309991.00000,12.10255
478431.18750,6309994.50000,13.53169
478430.96875,6309990.50000,11.99546
478430.90625,6309989.50000,11.36177
478431.09375,6309988.50000,10.39180
478431.21875,6309995.50000,13.62641
478431.09375,6309987.50000,9.39400
478430.65625,6310006.00000,13.55006
478431.65625,6310006.00000,13.54653
478432.62500,6310005.50000,13.54435
478398.84375,6309990.50000,12.53577
478397.50000,6309992.00000,12.65253
478400.65625,6309989.00000,13.43025
478398.81250,6309989.50000,13.13455
478401.62500,6309988.50000,13.54318
478402.59375,6309988.00000,13.67103
478395.43750,6310009.50000,13.76668
478394.46875,6310009.50000,13.77182
478396.34375,6309995.00000,12.08848
478396.18750,6309994.00000,12.21373
478396.03125,6309993.00000,12.32883
478396.43750,6309995.00000,12.19349
478396.84375,6309992.50000,12.39107
478395.43750,6310003.00000,13.15945
478395.12500,6309996.50000,12.16828
478393.78125,6309997.50000,11.87059
478394.43750,6310002.50000,13.16596
478393.56250,6309998.00000,12.35341
478429.87500,6309984.00000,6.72712
478430.90625,6309986.50000,8.34109
478430.87500,6309985.50000,7.76352
478430.87500,6309984.50000,7.47460
478429.84375,6309983.00000,6.61411
478428.90625,6309982.50000,6.08075
478427.81250,6309982.00000,5.64416
478423.59375,6309980.00000,4.64815
478423.06250,6309979.50000,4.67383
478425.12500,6309979.50000,4.92969
478425.81250,6309979.50000,5.07447
478427.09375,6309980.50000,5.35045
478427.78125,6309981.00000,5.64183
478421.87500,6309979.00000,4.83029
478417.56250,6309977.00000,6.37356
478420.25000,6309977.50000,5.06198
478421.90625,6309978.00000,4.91218
478421.21875,6309977.50000,5.00056
478419.53125,6309977.00000,5.31606
478418.46875,6309976.50000,6.03304
478416.46875,6309976.50000,7.90158
478402.59375,6309987.00000,13.99393
478402.59375,6309986.00000,14.14237
478402.59375,6309985.00000,14.23325
478402.62500,6309984.00000,14.22324
478402.62500,6309983.00000,14.09637
478403.37500,6309981.50000,13.83664
478402.62500,6309982.00000,13.84806
478412.81250,6309977.00000,12.09148
478413.78125,6309976.50000,11.26932
478411.78125,6309976.50000,12.77586
478410.68750,6309977.00000,13.20130
478409.93750,6309977.00000,13.43068
478408.87500,6309977.50000,13.51167
478408.06250,6309978.00000,13.47036
478407.06250,6309978.00000,13.51841
478415.78125,6309976.00000,9.12930
478414.59375,6309975.50000,10.85287
478406.31250,6309979.00000,13.74674
478405.34375,6309979.00000,13.67455
478404.46875,6309980.00000,13.82531
478403.40625,6309980.50000,13.62635
478431.28125,6309996.50000,13.52711
478431.34375,6310001.50000,13.39311
478432.34375,6310001.50000,13.13502
478432.78125,6309996.50000,13.41273
478433.34375,6309997.50000,13.11607
478431.31250,6309993.00000,12.87997
478431.62500,6309994.00000,13.21953
478431.96875,6309992.00000,12.74996
478431.03125,6309991.50000,12.65000
478431.81250,6309991.00000,12.33968
478431.96875,6309995.00000,13.47185
478431.68750,6309990.00000,12.03544
478431.56250,6309989.00000,11.43724
478431.50000,6309988.00000,10.53363
478432.37500,6309995.50000,13.53681
478431.46875,6309987.00000,9.60750
478433.62500,6310005.50000,13.61596
478397.37500,6309991.00000,12.81933
478396.87500,6309991.50000,12.59852
478400.62500,6309988.00000,13.65700
478399.50000,6309988.50000,13.58176
478398.78125,6309988.50000,13.39951
478397.25000,6309990.00000,13.11921
478397.21875,6309989.00000,13.38419
478401.59375,6309987.50000,13.78998
478393.46875,6310009.50000,13.81448
478392.46875,6310009.50000,13.93803
478394.87500,6309995.50000,12.17068
478394.78125,6309995.00000,12.26886
478394.68750,6309994.50000,12.39873
478394.50000,6309993.50000,12.53184
478395.62500,6309992.50000,12.49527
478395.87500,6309992.50000,12.38685
478393.62500,6309997.00000,12.28904
478393.68750,6309996.00000,12.35392
478393.46875,6310002.50000,13.19955
478392.46875,6310002.50000,13.22855
478391.50000,6310002.00000,13.12246
478393.37500,6309996.50000,12.14803
478391.43750,6309997.50000,11.91609
478430.84375,6309983.50000,7.25247
478431.46875,6309986.00000,8.84580
478431.46875,6309985.00000,8.33005
478431.46875,6309984.00000,8.02900
478430.84375,6309982.50000,7.23990
478429.84375,6309982.00000,6.60688
478428.96875,6309981.50000,6.06891
478423.59375,6309979.00000,4.76224
478423.06250,6309978.50000,4.81115
478425.12500,6309978.50000,5.15884
478425.84375,6309978.50000,5.27268
478427.12500,6309979.50000,5.51530
478427.78125,6309980.00000,5.75724
478429.00000,6309980.50000,6.13334
478417.56250,6309976.00000,6.85063
478420.25000,6309976.50000,5.31399
478423.06250,6309977.50000,5.04563
478421.96875,6309977.00000,5.06411
478421.25000,6309976.50000,5.22274
478419.56250,6309976.00000,5.62613
478418.50000,6309975.50000,6.51040
478416.46875,6309975.50000,8.53730
478401.62500,6309986.50000,14.01405
478401.68750,6309986.00000,14.11276
478401.68750,6309985.00000,14.14989
478401.68750,6309984.00000,14.05066
478401.71875,6309983.00000,13.79643
478402.65625,6309981.00000,13.53632
478401.68750,6309982.00000,13.38843
478412.84375,6309976.00000,12.56466
478413.84375,6309975.50000,11.88382
478411.78125,6309975.50000,13.09358
478410.71875,6309976.00000,13.44062
478409.96875,6309976.00000,13.54158
478408.93750,6309976.50000,13.48236
478408.09375,6309977.00000,13.38459
478407.12500,6309977.00000,13.37836
478406.37500,6309978.00000,13.49286
478415.81250,6309975.00000,9.79512
478414.62500,6309974.50000,11.49219
478405.34375,6309978.00000,13.42692
478404.46875,6309979.00000,13.54093
478403.43750,6309979.50000,13.46759
478402.65625,6309980.00000,13.28035
478433.34375,6310001.50000,13.18578
478433.87500,6309996.50000,13.26658
478433.37500,6309995.50000,13.32098
478434.34375,6310001.50000,13.47099
478434.59375,6309997.00000,12.94247
478432.21875,6309993.00000,12.96813
478432.37500,6309993.50000,13.25868
478432.40625,6309994.50000,13.41475
478432.53125,6309994.00000,13.29073
478432.34375,6309992.50000,12.98847
478433.46875,6309991.50000,13.06789
478433.34375,6309990.50000,12.95551
478432.53125,6309995.50000,13.44804
478432.43750,6309989.50000,12.35421
478433.25000,6309989.50000,12.82465
478432.40625,6309988.50000,11.68269
478432.40625,6309987.50000,10.82090
478432.40625,6309986.50000,10.01606
478434.62500,6310005.50000,13.70758
478435.62500,6310005.50000,13.86827
478396.87500,6309990.50000,12.83501
478395.78125,6309991.50000,12.69681
478400.62500,6309987.00000,13.83103
478399.46875,6309987.50000,13.76668
478398.78125,6309987.50000,13.63926
478397.18750,6309988.00000,13.64489
478396.87500,6309989.50000,13.15379
478396.87500,6309988.50000,13.44199
478391.46875,6310009.50000,14.15264
478393.75000,6309995.00000,12.49435
478393.78125,6309994.00000,12.57330
478393.78125,6309993.50000,12.70595
478393.81250,6309993.00000,12.71154
478394.34375,6309992.50000,12.62672
478395.43750,6309991.50000,12.75163
478393.06250,6309996.00000,12.33062
478390.46875,6310009.50000,14.34190
478390.53125,6310002.00000,13.02380
478391.43750,6309996.50000,11.89761
478391.43750,6309997.50000,11.51658
478389.59375,6310001.50000,12.80328
478389.62500,6309997.50000,11.80622
478431.50000,6309983.00000,7.85274
478432.40625,6309985.50000,9.33052
478432.46875,6309984.50000,8.86182
478432.50000,6309983.50000,8.62324
478431.50000,6309982.00000,7.94412
478430.87500,6309981.50000,7.27461
478429.84375,6309981.00000,6.59291
478423.62500,6309978.00000,5.01319
478425.12500,6309977.50000,5.50362
478425.84375,6309977.50000,5.59471
478427.12500,6309978.50000,5.83883
478427.78125,6309979.00000,6.06791
478429.00000,6309979.50000,6.41213
478429.84375,6309980.00000,6.92579
