"x";"y";"ECa";"optional"
"2185";535280.9375;6247881;6.88609;TRUE
"2186";535278.0625;6247880.5;6.99618;TRUE
"2187";535275.1875;6247879.5;6.94486;TRUE
"2188";535272.3125;6247878.5;6.85291;TRUE
"2189";535269.4375;6247878;6.38833;TRUE
"2190";535266.5625;6247877;5.83044;TRUE
"2191";535263.75;6247876;5.07338;TRUE
"2192";535232.1875;6247866;3.96924;TRUE
"2193";535235.0625;6247867;3.86135;TRUE
"2194";535237.9375;6247868;4.00596;TRUE
"2195";535229.375;6247865.5;4.06049;TRUE
"2196";535240.8125;6247869;4.1842;TRUE
"2197";535243.625;6247870;4.21503;TRUE
"2198";535226.5;6247864.5;4.1575;TRUE
"2199";535223.625;6247863.5;4.23136;TRUE
"2200";535220.75;6247862.5;4.47405;TRUE
"2201";535246.5;6247870.5;4.21271;TRUE
"2202";535249.375;6247871.5;4.14123;TRUE
"2203";535252.25;6247872.5;3.97627;TRUE
"2204";535217.875;6247861.5;4.51996;TRUE
"2205";535215.0625;6247860.5;4.29523;TRUE
"2206";535210.3125;6247842.5;2.48473;TRUE
"2207";535208.9375;6247848;2.86505;TRUE
"2208";535208.9375;6247835;2.27529;TRUE
"2209";535207.4375;6247841.5;2.40848;TRUE
"2210";535206.0625;6247834;2.19817;TRUE
"2211";535209.3125;6247859;4.26634;TRUE
"2212";535212.1875;6247860;4.15191;TRUE
"2213";535206.4375;6247858;4.12891;TRUE
"2214";535203.1875;6247833;2.14823;TRUE
"2215";535205.625;6247823;2.12432;TRUE
"2216";535182.375;6247816;2.32537;TRUE
"2217";535180.9375;6247808.5;2.61966;TRUE
"2218";535188.875;6247829;2.39536;TRUE
"2219";535186;6247828;2.39995;TRUE
"2220";535191.75;6247829.5;2.33566;TRUE
"2221";535183.125;6247827;2.33886;TRUE
"2222";535178.0625;6247808;2.65612;TRUE
"2225";535175.1875;6247807;2.67892;TRUE
"2226";535169.4375;6247805.5;2.56353;TRUE
"2227";535172.3125;6247806;2.56588;TRUE
"2229";535202.75;6247822;2.13029;TRUE
"2230";535194.625;6247830.5;2.28044;TRUE
"2231";535197.5;6247831.5;2.27428;TRUE
"2232";535255.125;6247873;3.63799;TRUE
"2233";535258;6247874;3.46983;TRUE
"2234";535260.875;6247875;4.29123;TRUE
"2254";535142.4375;6248092.5;2.99973;TRUE
"2255";535152.1875;6248093;2.92074;TRUE
"2256";535149.3125;6248092;2.94521;TRUE
"2257";535146.4375;6248091;2.98574;TRUE
"2258";535156.4375;6248094;2.70375;TRUE
"2259";535139.1875;6248089.5;2.84736;TRUE
"2260";535133.4375;6248087.5;2.53963;TRUE
"2261";535128.375;6248092;2.28317;TRUE
"2262";535126.5;6248093.5;2.17902;TRUE
"2263";535120.875;6248095;2.23358;TRUE
"2271";535162.6875;6248103;2.67456;TRUE
