XUTM,YUTM,EC 0-0.25 m
504416.81250,6148833.50000,20.98608
504416.87500,6148834.50000,21.08921
504416.87500,6148834.50000,21.36575
504418.75000,6148840.50000,27.12080
504421.96875,6148829.00000,22.67788
504420.50000,6148830.00000,21.86146
504424.12500,6148828.50000,23.61605
504423.18750,6148828.00000,23.65274
504421.87500,6148829.00000,22.75374
504418.62500,6148831.50000,21.25537
504419.34375,6148831.50000,21.51648
504420.00000,6148830.50000,21.77232
504431.31250,6148828.00000,22.62531
504431.00000,6148827.50000,22.80559
504429.96875,6148827.50000,23.74645
504428.28125,6148827.00000,25.29286
504426.84375,6148827.50000,26.04667
504426.68750,6148827.00000,26.09651
504423.96875,6148827.00000,24.89894
504423.62500,6148827.50000,24.20881
504425.28125,6148826.50000,26.17395
504426.65625,6148826.50000,26.53604
504431.93750,6148828.00000,21.53132
504432.43750,6148829.00000,19.99643
504434.46875,6148828.50000,15.90049
504432.43750,6148828.50000,20.28920
504437.06250,6148839.00000,14.92538
504438.28125,6148837.50000,13.77449
504438.09375,6148834.50000,11.72825
504438.18750,6148835.50000,12.82088
504438.03125,6148833.50000,10.97576
504438.56250,6148837.00000,13.99309
504438.40625,6148836.00000,13.86672
504437.90625,6148832.50000,10.58770
504438.31250,6148838.50000,14.22988
504435.46875,6148829.00000,13.89237
504437.78125,6148831.50000,11.00735
504437.37500,6148831.00000,10.79119
504438.00000,6148832.00000,11.24967
504436.25000,6148829.50000,12.14972
504436.00000,6148829.50000,12.94266
504437.00000,6148830.00000,11.84340
504437.59375,6148830.50000,12.12940
504437.68750,6148830.50000,11.47808
504427.59375,6148844.00000,23.99107
504426.93750,6148844.50000,23.78473
504418.78125,6148841.50000,26.99070
504419.43750,6148841.50000,27.50261
504420.50000,6148842.50000,27.85411
504421.37500,6148843.00000,27.95179
504422.21875,6148843.00000,27.95179
504423.09375,6148843.50000,27.11972
504423.93750,6148844.00000,25.95568
504424.96875,6148844.50000,24.84889
504425.78125,6148844.50000,24.10707
504429.62500,6148844.50000,25.50042
504430.62500,6148844.50000,25.42760
504432.18750,6148844.00000,24.89870
504433.06250,6148843.50000,23.76654
504433.75000,6148842.50000,22.56161
504434.68750,6148842.50000,20.10248
504427.96875,6148844.00000,24.28311
504428.56250,6148845.00000,24.84926
504436.00000,6148841.50000,18.28447
504436.46875,6148841.50000,16.84866
504437.21875,6148840.50000,15.76342
504417.46875,6148837.00000,23.79917
504417.34375,6148836.00000,22.94776
504417.62500,6148838.00000,24.94871
504417.15625,6148835.50000,22.22189
504417.68750,6148839.00000,25.87011
504417.75000,6148840.00000,26.14743
504416.78125,6148832.50000,20.48849
504418.03125,6148832.00000,21.12733
504416.53125,6148833.50000,20.12208
504415.21875,6148834.50000,19.92707
504416.93750,6148835.50000,21.43117
504417.78125,6148841.00000,26.03512
504419.90625,6148829.50000,21.63491
504419.87500,6148829.50000,21.40326
504421.90625,6148828.00000,23.17577
504422.96875,6148827.00000,24.02534
504419.78125,6148828.50000,21.44603
504421.68750,6148828.00000,22.85747
504418.59375,6148830.50000,20.99171
504417.53125,6148831.00000,20.58982
504418.90625,6148830.50000,21.13372
504431.87500,6148827.00000,21.65869
504431.06250,6148827.50000,22.64460
504430.71875,6148826.50000,23.62355
504430.00000,6148826.50000,24.45756
504428.18750,6148826.50000,25.48380
504427.90625,6148826.00000,26.36704
504423.15625,6148827.00000,24.62596
504424.12500,6148826.00000,25.50010
504424.75000,6148825.50000,26.35687
504426.28125,6148825.50000,26.94532
504426.71875,6148826.00000,26.94111
504432.31250,6148827.50000,20.71844
504434.28125,6148827.50000,16.51755
504435.46875,6148828.00000,14.37826
504438.34375,6148839.50000,14.59100
504438.75000,6148838.00000,14.17420
504439.34375,6148833.50000,13.18051
504439.90625,6148834.00000,14.64824
504440.34375,6148835.00000,14.96917
504438.68750,6148832.50000,11.94197
504440.31250,6148836.50000,15.77314
504440.21875,6148837.50000,15.46388
504440.53125,6148835.50000,15.96297
504438.90625,6148839.00000,14.50703
504435.87500,6148828.50000,13.76672
504435.93750,6148828.50000,13.29677
504438.43750,6148831.50000,11.89277
504439.18750,6148832.00000,12.72646
504436.40625,6148829.00000,12.54876
504437.37500,6148829.50000,12.69006
504437.87500,6148829.50000,13.25002
504438.28125,6148830.00000,12.86011
504427.50000,6148845.00000,23.86399
504426.90625,6148845.50000,23.76694
504417.81250,6148842.00000,25.77450
504418.78125,6148842.50000,26.84732
504419.46875,6148842.50000,27.31413
504420.53125,6148843.50000,27.44941
504421.40625,6148844.00000,27.45700
504422.21875,6148844.00000,27.51375
504423.09375,6148844.50000,26.72155
504423.96875,6148845.00000,25.67802
504425.00000,6148845.50000,24.76757
504425.78125,6148845.50000,24.15007
504429.59375,6148845.50000,25.31997
504430.59375,6148845.50000,25.50948
504432.28125,6148845.00000,25.53858
504433.06250,6148844.50000,24.43865
504433.81250,6148843.50000,23.08350
504434.68750,6148843.50000,20.79293
504436.06250,6148842.50000,19.00695
504427.96875,6148845.00000,24.11239
504428.56250,6148846.00000,24.65784
504436.50000,6148842.50000,17.60190
504437.28125,6148841.50000,16.43386
504438.37500,6148841.50000,15.02874
504439.00000,6148840.00000,14.73674
504416.96875,6148836.50000,22.25467
504417.00000,6148837.50000,23.33349
504417.03125,6148838.50000,24.21790
504417.03125,6148839.50000,24.72157
504417.06250,6148840.50000,24.84399
504416.18750,6148832.50000,20.10521
504416.71875,6148831.50000,20.30429
504414.96875,6148833.50000,18.94061
504414.96875,6148833.50000,18.99564
504414.93750,6148832.50000,19.02057
504415.37500,6148835.50000,20.35090
504415.00000,6148834.50000,19.20042
504417.06250,6148841.50000,24.72292
504419.28125,6148828.50000,21.15094
504418.56250,6148829.50000,20.92724
504421.71875,6148827.00000,23.54244
504422.50000,6148826.50000,24.22495
504418.87500,6148827.50000,21.01448
504419.65625,6148827.50000,21.73415
504418.43750,6148829.50000,20.46835
504416.96875,6148830.00000,20.32594
504416.68750,6148830.50000,20.03738
504431.93750,6148827.00000,21.85818
504431.18750,6148826.50000,22.76531
504430.53125,6148825.50000,23.58195
504430.09375,6148826.00000,24.29863
504429.28125,6148825.50000,25.20730
504428.68750,6148826.00000,25.58221
504427.37500,6148825.50000,26.90279
504428.34375,6148825.00000,26.11658
504422.84375,6148826.00000,24.84128
504424.62500,6148825.00000,25.97050
504422.96875,6148825.00000,25.31532
504424.00000,6148825.00000,25.68740
504425.50000,6148824.50000,26.57956
504425.62500,6148824.50000,26.89262
504427.34375,6148825.50000,26.99941
504426.46875,6148824.50000,27.02765
504433.93750,6148826.50000,18.37039
504432.40625,6148826.50000,21.01152
504435.65625,6148827.50000,14.71477
504435.18750,6148826.50000,15.99245
504435.84375,6148827.50000,13.98081
504435.90625,6148828.50000,13.65289
504440.18750,6148838.50000,15.16491
504440.65625,6148833.50000,15.28410
504439.93750,6148832.50000,13.92518
504440.93750,6148834.00000,16.62027
504440.71875,6148835.00000,16.13860
504440.75000,6148836.00000,16.68740
504440.93750,6148837.00000,16.90150
504441.09375,6148838.00000,16.52635
504441.68750,6148835.00000,17.62420
504440.15625,6148839.50000,14.93367
504437.03125,6148828.50000,13.20751
504438.84375,6148831.00000,12.96313
504439.50000,6148832.00000,14.43669
504437.56250,6148828.50000,13.91687
504441.37500,6148828.00000,20.97379
504440.87500,6148827.00000,19.83607
504441.78125,6148829.00000,21.57247
504441.78125,6148830.00000,20.66141
504427.43750,6148846.00000,23.78790
504426.87500,6148846.50000,23.76930
504417.06250,6148842.50000,24.45487
504417.84375,6148843.00000,25.66845
504418.78125,6148843.50000,26.78606
504419.50000,6148843.50000,27.09519
504420.50000,6148844.50000,27.11539
504421.43750,6148845.00000,27.04498
504422.25000,6148845.00000,27.06853
504423.12500,6148845.50000,26.29683
504423.96875,6148846.00000,25.33415
504425.00000,6148846.50000,24.56679
504425.81250,6148846.50000,24.01977
504429.59375,6148846.50000,25.25142
504430.59375,6148846.50000,25.79020
504432.37500,6148846.00000,26.20345
504433.06250,6148845.50000,25.29157
504433.87500,6148844.50000,23.82655
504434.71875,6148844.50000,21.24106
504436.09375,6148843.50000,19.69002
504436.53125,6148843.50000,18.20184
504427.96875,6148846.00000,23.99680
504428.59375,6148847.00000,24.66281
504437.34375,6148842.50000,17.10270
504438.34375,6148842.50000,15.33247
504439.06250,6148841.00000,14.59179
504439.12500,6148842.00000,14.53988
504440.15625,6148840.50000,14.71050
504415.53125,6148836.50000,21.34362
504415.65625,6148837.50000,22.24733
504415.75000,6148838.50000,22.82613
504415.84375,6148839.50000,23.18364
504415.90625,6148840.50000,23.33318
504415.68750,6148831.50000,19.68102
504413.87500,6148834.00000,18.15621
504414.62500,6148832.50000,18.50580
504414.90625,6148831.50000,18.91101
504415.03125,6148835.50000,20.20495
504413.87500,6148835.00000,18.91485
504415.93750,6148841.50000,23.30367
504418.50000,6148828.50000,20.60675
504421.53125,6148827.00000,23.48101
504421.93750,6148825.50000,24.56417
504421.62500,6148826.00000,23.98020
504421.40625,6148826.50000,23.57152
504418.43750,6148827.50000,20.82226
504418.53125,6148827.00000,21.21747
504419.31250,6148826.50000,21.84322
504416.62500,6148829.50000,20.07925
504418.06250,6148828.50000,20.40377
504415.21875,6148830.50000,19.31182
504416.46875,6148829.50000,19.80895
504431.37500,6148826.00000,22.53881
504430.53125,6148825.50000,24.18404
504431.43750,6148825.50000,22.84376
504429.56250,6148825.50000,24.91147
504422.12500,6148825.00000,24.82629
504424.71875,6148824.00000,25.50699
504423.06250,6148824.50000,25.27958
504423.75000,6148824.50000,25.36172
504433.28125,6148826.00000,19.79827
504434.25000,6148826.00000,18.01702
504431.81250,6148825.50000,22.23343
504432.40625,6148825.50000,21.47848
504435.84375,6148827.50000,14.03269
504435.71875,6148827.00000,14.61414
504435.18750,6148826.00000,15.04616
504434.56250,6148826.00000,16.14137
504436.62500,6148827.50000,13.96752
504441.21875,6148839.00000,16.06595
504440.87500,6148833.50000,16.76277
504440.15625,6148832.50000,15.74910
504441.28125,6148834.00000,17.44432
504441.59375,6148834.00000,18.61084
504441.96875,6148836.00000,18.26746
504441.93750,6148837.00000,18.32175
504441.93750,6148838.00000,18.02167
504441.93750,6148839.00000,17.69827
504442.03125,6148835.00000,18.88230
504441.28125,6148840.00000,15.62261
504441.71875,6148831.00000,19.85394
504441.53125,6148832.00000,19.26350
504437.65625,6148827.50000,14.48865
504440.12500,6148826.50000,17.82248
504441.25000,6148827.00000,21.43681
504441.68750,6148828.00000,22.48773
504440.50000,6148826.50000,19.09655
504440.90625,6148826.00000,20.21731
504441.65625,6148826.50000,21.46751
504442.06250,6148829.00000,22.97120
504442.25000,6148830.00000,22.06461
504427.34375,6148847.00000,23.84655
504426.87500,6148847.50000,23.72736
504416.00000,6148842.50000,23.25100
504417.06250,6148843.50000,24.29430
504417.87500,6148844.00000,25.70703
504418.78125,6148844.50000,26.74141
504419.53125,6148844.50000,26.99606
504420.50000,6148845.50000,26.92290
504421.43750,6148846.00000,26.77054
504422.25000,6148846.00000,26.70578
504423.12500,6148846.50000,25.81861
504424.00000,6148847.00000,24.89669
504425.00000,6148847.50000,24.15795
504425.81250,6148847.50000,23.83510
504429.59375,6148847.50000,25.36227
504430.62500,6148847.50000,26.08588
504432.50000,6148847.00000,26.98228
504433.09375,6148846.50000,26.18915
504433.90625,6148845.50000,24.75768
504434.71875,6148845.50000,22.35553
504436.18750,6148845.50000,20.25699
504436.56250,6148844.50000,18.64953
504437.40625,6148843.50000,17.73386
504427.96875,6148847.00000,24.09104
504428.59375,6148848.00000,24.83785
504438.34375,6148843.50000,15.73772
504439.15625,6148843.00000,14.70154
504440.15625,6148841.50000,14.35615
504440.18750,6148842.50000,13.82520
504441.28125,6148841.00000,15.20892
504415.06250,6148836.50000,21.13422
504415.12500,6148837.50000,21.78563
504415.15625,6148838.50000,22.29392
504415.15625,6148839.50000,22.67339
504415.18750,6148840.50000,22.77594
504412.96875,6148835.00000,17.97232
504412.62500,6148834.00000,17.24163
504413.87500,6148833.00000,17.69267
504414.25000,6148832.00000,18.28986
504414.84375,6148831.00000,18.96104
504413.87500,6148836.00000,20.10059
504413.28125,6148836.00000,19.00964
504415.21875,6148841.50000,22.74504
504421.09375,6148825.00000,24.18156
504420.84375,6148825.50000,23.26787
504417.84375,6148827.50000,20.56323
504418.12500,6148826.50000,21.23084
504418.59375,6148826.00000,21.49998
504418.81250,6148825.50000,21.74519
504420.09375,6148825.00000,22.37138
504419.21875,6148825.00000,21.67033
504416.53125,6148828.50000,20.17525
504414.81250,6148830.00000,19.35246
504415.96875,6148828.50000,19.84092
504432.71875,6148825.00000,20.49985
504439.00000,6148825.50000,16.69449
504408.62500,6148824.50000,18.52646
504384.96875,6148823.50000,6.14516
504420.12500,6148825.00000,23.03253
504419.12500,6148824.50000,21.86926
504433.31250,6148826.00000,19.49101
504433.68750,6148825.50000,17.74096
504435.96875,6148827.00000,14.24156
504436.15625,6148826.50000,14.16126
504436.40625,6148826.00000,14.55818
504436.31250,6148826.50000,14.14041
504437.06250,6148826.00000,14.65991
504436.84375,6148826.00000,14.44650
504441.96875,6148840.00000,17.20546
504441.21875,6148833.00000,18.21958
504442.25000,6148834.50000,19.39615
504442.15625,6148833.00000,19.89810
504442.09375,6148834.00000,19.81203
504442.09375,6148836.00000,19.03683
504442.37500,6148837.00000,19.00748
504442.53125,6148838.00000,18.87235
504442.68750,6148839.00000,18.69263
504442.87500,6148835.50000,19.74587
504442.00000,6148841.00000,16.65263
504442.25000,6148831.00000,20.94518
504442.21875,6148832.00000,20.48288
504438.15625,6148826.50000,15.46511
504439.71875,6148826.00000,17.67471
504439.93750,6148826.00000,18.10838
504439.28125,6148826.00000,16.90120
504442.34375,6148827.50000,23.11655
504442.90625,6148828.50000,24.21728
504440.81250,6148826.00000,18.95135
504441.75000,6148826.00000,21.49869
504442.62500,6148826.50000,23.05046
504443.00000,6148829.00000,24.17818
504442.84375,6148830.00000,23.30539
504442.87500,6148831.00000,22.14835
504427.25000,6148848.00000,23.86682
504426.84375,6148848.50000,23.61088
504416.03125,6148843.50000,23.19608
504415.21875,6148842.50000,22.56024
504417.06250,6148844.50000,24.22844
504417.87500,6148845.00000,25.54279
504418.81250,6148845.50000,26.69111
504419.56250,6148845.50000,26.89766
504420.46875,6148846.50000,26.73119
504421.43750,6148847.00000,26.59714
504422.25000,6148847.00000,26.41380
504423.12500,6148847.50000,25.49843
504424.00000,6148848.00000,24.56280
504425.03125,6148848.50000,23.77126
504425.81250,6148848.50000,23.65175
504429.59375,6148848.50000,25.62295
504430.62500,6148848.50000,26.40757
504432.59375,6148848.00000,27.58959
504433.09375,6148847.50000,27.05866
504433.93750,6148846.50000,25.94213
504434.75000,6148846.50000,23.16893
504436.59375,6148845.50000,18.91095
504436.62500,6148846.50000,19.71668
504437.50000,6148845.50000,17.69210
504438.34375,6148844.50000,16.31262
504428.00000,6148848.00000,24.15232
504428.62500,6148849.00000,25.01710
504439.21875,6148844.00000,15.14917
504440.21875,6148843.50000,14.30775
504441.28125,6148842.00000,14.65060
504441.28125,6148843.00000,13.99908
504442.03125,6148842.00000,15.99640
504413.87500,6148837.00000,21.10819
504413.84375,6148838.00000,21.80220
504413.84375,6148839.00000,22.26760
504413.84375,6148840.00000,22.51549
504413.84375,6148841.00000,22.56901
504413.81250,6148840.50000,22.44700
504411.56250,6148834.50000,16.65971
504411.59375,6148835.50000,17.63826
504412.18750,6148833.00000,16.74844
504411.53125,6148833.50000,16.21749
504413.84375,6148832.00000,17.76393
504413.87500,6148831.00000,18.24107
504414.75000,6148830.00000,19.15082
504413.46875,6148837.00000,20.23130
504411.59375,6148836.50000,18.74747
504413.84375,6148841.50000,22.48255
504413.84375,6148842.00000,22.41091
504417.62500,6148826.50000,21.06022
504416.31250,6148827.50000,20.68864
504417.65625,6148826.00000,21.59188
504417.71875,6148826.00000,21.61166
504418.21875,6148825.00000,21.69449
504414.68750,6148829.00000,19.93113
504415.50000,6148827.50000,20.61348
504438.75000,6148825.50000,16.14536
504438.00000,6148825.50000,16.04590
504438.87500,6148826.00000,15.91837
504439.81250,6148825.50000,17.36971
504407.68750,6148825.00000,18.26567
504406.31250,6148824.50000,17.14454
504407.93750,6148826.00000,18.10447
504409.53125,6148825.00000,19.65860
504405.28125,6148824.50000,15.07435
504413.81250,6148825.00000,21.83059
504388.53125,6148824.00000,5.93721
504383.96875,6148823.50000,6.01443
504385.87500,6148824.00000,5.94883
504387.65625,6148824.00000,5.88810
504384.15625,6148824.00000,5.99186
504384.87500,6148825.00000,5.97567
