XUTM,YUTM,EC 0-0.25 m
648613.18750,6132555.00000,13.89755
648609.68750,6132553.50000,19.21028
648603.06250,6132555.00000,26.33739
648602.12500,6132555.50000,25.24564
648604.06250,6132555.00000,26.50276
648605.00000,6132554.50000,24.98272
648604.12500,6132553.50000,27.13807
648605.93750,6132554.50000,23.53150
648601.12500,6132555.50000,23.51518
648606.93750,6132554.00000,22.03716
648600.18750,6132556.00000,21.21572
648607.87500,6132553.50000,20.74832
648599.25000,6132556.00000,19.65270
648608.81250,6132553.50000,19.96102
648618.18750,6132563.00000,10.36396
648618.12500,6132575.00000,12.13471
648618.25000,6132573.50000,12.38701
648618.37500,6132573.00000,12.40589
648618.68750,6132571.50000,12.44775
648618.43750,6132570.50000,11.71632
648618.18750,6132570.00000,11.46923
648618.81250,6132568.50000,10.81492
648619.06250,6132568.00000,10.48703
648619.06250,6132567.50000,10.12934
648618.87500,6132566.00000,10.41882
648619.18750,6132565.50000,10.44025
648618.81250,6132564.00000,10.55394
648615.43750,6132576.50000,12.10890
648616.43750,6132576.00000,12.03687
648614.50000,6132576.50000,12.10634
648613.50000,6132577.00000,12.75446
648612.56250,6132577.00000,14.36702
648611.56250,6132577.50000,15.85115
648610.62500,6132577.50000,17.13528
648609.68750,6132578.00000,18.09798
648608.68750,6132578.50000,18.62964
648617.37500,6132576.00000,12.35246
648607.75000,6132578.50000,19.02015
648606.75000,6132579.00000,19.01601
648605.81250,6132579.00000,18.91548
648604.62500,6132578.50000,19.72359
648603.81250,6132577.50000,20.70726
648603.00000,6132577.00000,22.27661
648602.37500,6132576.50000,22.38716
648601.37500,6132576.50000,23.18717
648599.43750,6132575.50000,20.51459
648600.18750,6132576.00000,22.15020
648598.62500,6132574.50000,18.34692
648597.68750,6132573.50000,16.09393
648596.87500,6132573.00000,16.05406
648595.93750,6132571.50000,15.19747
648604.81250,6132579.50000,19.02464
648595.12500,6132568.00000,13.42373
648593.81250,6132566.00000,12.49382
648594.31250,6132568.00000,13.18310
648593.37500,6132566.00000,12.56036
648593.25000,6132564.50000,12.35784
648593.06250,6132563.00000,12.05250
648593.00000,6132562.00000,12.02487
648593.00000,6132561.00000,12.22027
648594.00000,6132559.00000,12.90817
648593.06250,6132559.50000,12.76553
648594.43750,6132557.50000,14.23799
648598.37500,6132555.50000,19.37733
648597.43750,6132555.50000,17.67920
648596.68750,6132556.50000,15.22871
648596.50000,6132556.00000,16.46188
648595.68750,6132557.00000,14.71314
648595.50000,6132556.00000,15.73501
648594.75000,6132557.00000,14.25072
648594.56250,6132556.50000,15.03513
648595.50000,6132570.50000,14.82264
648595.25000,6132570.00000,14.44126
648595.06250,6132569.50000,14.05624
648618.06250,6132562.50000,10.20734
648617.31250,6132562.50000,10.09773
648610.62500,6132553.00000,18.47097
648612.43750,6132554.50000,15.28933
648611.62500,6132553.00000,17.74376
648617.25000,6132561.00000,10.10177
648617.50000,6132560.50000,10.24027
648617.06250,6132559.00000,10.75904
648616.75000,6132558.50000,11.08467
648616.25000,6132557.00000,11.78356
648615.31250,6132556.00000,12.39811
648614.12500,6132555.00000,13.57028
648613.37500,6132554.00000,14.81460
648609.81250,6132553.00000,19.31179
648603.12500,6132554.00000,28.03417
648602.18750,6132554.00000,27.53977
648601.25000,6132554.50000,26.28919
648605.06250,6132553.00000,25.62727
648603.50000,6132553.00000,28.53586
648604.43750,6132552.50000,27.92572
648606.00000,6132553.00000,23.76481
648600.31250,6132554.50000,23.66525
648607.00000,6132552.50000,22.54323
648599.31250,6132555.00000,21.28751
648607.93750,6132552.50000,21.61445
648608.93750,6132552.00000,20.82060
648619.12500,6132563.00000,10.35051
648619.06250,6132574.50000,12.86105
648618.31250,6132575.50000,12.90311
648619.25000,6132573.50000,13.17916
648619.31250,6132572.50000,13.20712
648619.62500,6132571.50000,13.07325
648619.37500,6132570.50000,12.27642
648619.12500,6132569.50000,11.80413
648619.81250,6132568.50000,11.09861
648620.00000,6132568.00000,10.78299
648620.00000,6132567.00000,10.41785
648619.81250,6132566.00000,10.75283
648620.12500,6132565.00000,10.86768
648619.75000,6132563.50000,10.69839
648615.31250,6132577.50000,13.08140
648616.25000,6132577.50000,12.71094
648617.25000,6132577.00000,12.58811
648614.31250,6132578.00000,13.64199
648613.37500,6132578.00000,14.84268
648612.37500,6132578.50000,16.47127
648611.43750,6132578.50000,17.84749
648610.43750,6132579.00000,18.91211
648609.50000,6132579.00000,19.51160
648608.50000,6132579.50000,19.69753
648618.18750,6132577.00000,12.90770
648607.56250,6132579.50000,19.42322
648606.56250,6132580.00000,18.87468
648605.62500,6132580.00000,18.50246
648603.62500,6132578.50000,20.56752
648603.87500,6132579.50000,19.37724
648602.87500,6132578.00000,21.76905
648602.00000,6132577.50000,23.33845
648600.43750,6132577.00000,23.41680
648601.06250,6132577.50000,23.92114
648598.50000,6132575.50000,19.61563
648599.18750,6132576.00000,20.96580
648599.43750,6132577.00000,22.75995
648597.62500,6132574.50000,17.77703
648597.37500,6132574.50000,16.55552
648596.68750,6132575.00000,16.71582
648595.93750,6132573.00000,15.85737
648595.00000,6132571.50000,14.87420
648604.68750,6132580.50000,18.63646
648594.12500,6132568.50000,13.44595
648592.87500,6132566.50000,12.67622
648593.37500,6132568.50000,13.26301
648592.43750,6132566.00000,12.64370
648592.31250,6132564.50000,12.54739
648592.06250,6132563.00000,12.32192
648592.00000,6132562.00000,12.25563
648592.06250,6132561.50000,12.28809
648592.06250,6132559.50000,12.74468
648593.43750,6132558.00000,13.66069
648592.50000,6132558.00000,13.36525
648593.75000,6132557.50000,13.96657
648593.62500,6132557.00000,14.64184
648597.68750,6132554.50000,18.78406
648598.68750,6132554.00000,19.97105
648596.75000,6132554.50000,17.70897
648595.75000,6132555.00000,16.97894
648594.81250,6132555.00000,16.64352
648593.81250,6132555.50000,15.85085
648594.56250,6132571.00000,14.57284
648594.25000,6132570.50000,14.21873
648594.12500,6132570.00000,13.82424
648619.00000,6132562.50000,10.21449
648618.25000,6132562.00000,10.03854
648610.75000,6132553.00000,18.56482
648612.56250,6132552.50000,17.01762
648611.75000,6132552.50000,17.69720
648618.25000,6132561.00000,10.03813
648618.43750,6132560.00000,10.26473
648618.06250,6132558.50000,10.80762
648617.68750,6132558.00000,11.08230
648617.25000,6132556.50000,11.69163
648616.25000,6132555.50000,12.20150
648615.12500,6132554.50000,13.18206
648614.37500,6132554.00000,14.73250
648613.50000,6132552.50000,16.43194
648609.87500,6132552.00000,20.01383
648602.56250,6132553.00000,28.46254
648601.56250,6132553.50000,27.38237
648600.62500,6132553.50000,25.38629
648605.43750,6132552.50000,26.25107
648603.62500,6132551.50000,28.23471
648602.68750,6132552.00000,28.58047
648604.62500,6132551.50000,26.94379
648606.37500,6132552.00000,24.53775
648599.62500,6132554.00000,22.77785
648607.37500,6132552.00000,23.23730
648608.31250,6132551.50000,22.19815
648609.25000,6132551.50000,21.23418
648620.06250,6132562.50000,10.43605
648620.06250,6132574.00000,13.71334
648619.31250,6132575.50000,13.68980
648619.12500,6132576.50000,13.66820
648620.18750,6132573.00000,14.01917
648620.31250,6132572.00000,13.97346
648620.62500,6132571.00000,13.63964
648620.31250,6132570.00000,12.81397
648620.06250,6132569.00000,12.16959
648620.75000,6132568.00000,11.43979
648620.93750,6132567.50000,11.18257
648621.00000,6132566.50000,10.76925
648620.81250,6132565.50000,11.17051
648621.12500,6132565.00000,11.21607
648620.68750,6132563.50000,10.92763
648614.87500,6132578.50000,13.63452
648615.81250,6132578.00000,13.27396
648616.81250,6132578.00000,13.12664
648617.75000,6132577.50000,13.25278
648613.93750,6132578.50000,14.53404
648612.93750,6132579.00000,16.14801
648612.00000,6132579.50000,17.76135
648611.06250,6132579.50000,19.07438
648610.06250,6132580.00000,19.80607
648609.12500,6132580.00000,20.09817
648608.18750,6132580.50000,19.91587
648618.68750,6132577.00000,13.72943
648607.18750,6132580.50000,19.24924
648606.25000,6132581.00000,18.76315
648605.31250,6132581.00000,18.67373
648602.62500,6132579.00000,21.48893
648602.93750,6132580.00000,19.95249
648603.68750,6132580.50000,19.16985
648601.93750,6132578.50000,22.70437
648600.06250,6132578.00000,23.74305
648601.00000,6132578.50000,23.86961
648598.25000,6132576.50000,19.76067
648597.56250,6132576.00000,18.52185
648598.50000,6132577.50000,21.24228
648599.12500,6132578.00000,22.88104
648596.37500,6132575.00000,16.14652
648596.56250,6132576.00000,17.40182
648594.93750,6132573.50000,15.51238
648594.00000,6132571.50000,14.36237
648604.31250,6132581.50000,18.59002
648591.93750,6132567.00000,12.66942
648593.12500,6132568.50000,13.17059
648591.50000,6132566.50000,12.66949
648591.31250,6132565.00000,12.72492
648591.06250,6132563.50000,12.51349
648591.00000,6132562.50000,12.52492
648591.12500,6132561.50000,12.43265
648591.06250,6132560.00000,12.76754
648591.50000,6132558.50000,13.21457
648592.81250,6132557.50000,13.67806
648591.81250,6132558.00000,13.43873
648592.68750,6132557.00000,14.35905
648592.87500,6132555.50000,15.41242
648597.87500,6132553.50000,21.05190
648596.93750,6132553.50000,19.76292
648598.87500,6132553.00000,22.82191
648596.00000,6132554.00000,18.67173
648595.06250,6132554.50000,17.80930
648594.18750,6132555.00000,16.47615
648594.18750,6132554.50000,17.28943
648595.06250,6132554.50000,17.73655
648593.31250,6132555.50000,15.67987
648593.25000,6132555.00000,16.44421
648593.62500,6132571.00000,14.18492
648593.31250,6132570.50000,13.77265
648593.18750,6132570.00000,13.59560
648620.00000,6132562.00000,10.32615
648619.18750,6132561.50000,10.06001
648610.81250,6132551.50000,18.96003
648612.68750,6132552.50000,17.09169
648611.81250,6132551.50000,18.04084
648619.18750,6132560.50000,10.09890
648619.43750,6132560.00000,10.24470
648619.00000,6132558.50000,10.78744
648618.62500,6132558.00000,11.13481
648618.18750,6132556.50000,11.66071
648617.25000,6132555.50000,12.08692
648616.06250,6132554.50000,12.86209
648615.31250,6132553.50000,14.04370
648613.68750,6132552.00000,16.18618
648614.50000,6132552.00000,16.04729
648614.68750,6132552.00000,15.46308
648612.75000,6132551.00000,17.26690
648610.25000,6132551.00000,20.34684
648601.75000,6132552.00000,28.21616
648600.75000,6132552.50000,27.06804
648599.81250,6132552.50000,25.18150
648605.56250,6132551.00000,25.23367
648603.31250,6132551.00000,28.66867
648604.31250,6132550.50000,28.12747
648602.37500,6132551.00000,28.48064
648605.25000,6132550.50000,26.97863
648606.56250,6132550.50000,24.09242
648607.50000,6132550.50000,23.04689
648608.50000,6132550.50000,21.95465
648609.43750,6132550.00000,20.89657
648621.06250,6132562.50000,10.63883
648621.00000,6132574.00000,14.69855
648620.25000,6132575.00000,14.64616
648620.12500,6132576.50000,14.49118
648619.62500,6132577.00000,14.45862
648621.12500,6132573.00000,14.90300
648621.25000,6132572.00000,14.74692
648621.56250,6132571.00000,14.18883
648621.31250,6132570.00000,13.21282
648621.06250,6132569.00000,12.49226
648621.68750,6132568.00000,11.78612
648621.93750,6132567.50000,11.58344
648621.93750,6132566.50000,11.21033
648621.75000,6132565.50000,11.63248
648622.06250,6132564.50000,11.59836
648621.62500,6132563.00000,11.17404
648614.37500,6132580.00000,15.22192
648615.31250,6132580.00000,14.35601
648616.31250,6132579.50000,13.68320
648617.25000,6132579.50000,13.14395
648618.25000,6132579.00000,13.09300
