XUTM,YUTM,EC 0-0.25 m
507721.56250,6082880.00000,3.24623
507725.68750,6082879.50000,3.19820
507724.78125,6082880.00000,3.38545
507723.43750,6082880.50000,3.35218
507726.21875,6082880.00000,3.27480
507731.62500,6082873.00000,1.77799
507728.46875,6082879.00000,3.17214
507729.15625,6082878.50000,3.06566
507729.84375,6082878.00000,2.86199
507730.75000,6082876.50000,2.64093
507732.15625,6082875.50000,2.44297
507731.84375,6082874.00000,2.10574
507732.28125,6082875.00000,2.25177
507732.34375,6082874.00000,1.93828
507718.93750,6082877.50000,2.45202
507719.25000,6082877.50000,2.52263
507732.34375,6082871.50000,1.54233
507733.28125,6082872.00000,1.57347
507733.28125,6082871.00000,1.50976
507733.37500,6082870.50000,1.46638
507735.25000,6082871.00000,1.45443
507734.34375,6082871.00000,1.47254
507705.87500,6082876.50000,1.74527
507704.09375,6082875.50000,1.65498
507705.59375,6082877.00000,1.86548
507704.00000,6082876.50000,1.82729
507707.18750,6082877.00000,1.79827
507703.25000,6082875.50000,1.64058
507702.43750,6082876.50000,1.74092
507702.09375,6082876.50000,1.77564
507701.62500,6082877.00000,1.87726
507706.59375,6082877.00000,1.77512
507741.18750,6082870.50000,1.43885
507740.31250,6082870.50000,1.43592
507739.90625,6082870.50000,1.42595
507741.31250,6082870.50000,1.49127
507742.31250,6082870.50000,1.55640
507742.62500,6082870.50000,1.49902
507743.93750,6082870.50000,1.62856
507743.31250,6082871.00000,1.56313
507699.15625,6082876.50000,1.94742
507700.21875,6082877.00000,1.90156
507699.87500,6082877.50000,2.01096
507697.37500,6082878.50000,2.34301
507698.28125,6082878.50000,2.31442
507700.09375,6082878.00000,2.08748
507696.50000,6082878.50000,2.31365
507750.34375,6082867.50000,1.68963
507745.40625,6082871.00000,1.86843
507746.25000,6082871.50000,1.93580
507745.09375,6082870.50000,1.78571
507747.68750,6082871.50000,1.91608
507747.25000,6082871.50000,1.97617
507748.21875,6082872.50000,2.00663
507750.40625,6082867.50000,1.75663
507751.18750,6082870.00000,1.92159
507750.18750,6082872.00000,2.06602
507748.65625,6082873.50000,2.16398
507752.09375,6082871.00000,1.99093
507750.84375,6082871.50000,2.03343
507752.03125,6082870.50000,1.96061
507752.00000,6082871.50000,2.04307
507735.25000,6082871.00000,1.45962
507736.25000,6082871.00000,1.41751
507736.25000,6082871.00000,1.45503
507735.59375,6082871.50000,1.50847
507736.34375,6082871.00000,1.41154
507693.87500,6082878.50000,2.49365
507696.12500,6082879.00000,2.54091
507690.12500,6082877.00000,2.09893
507689.31250,6082877.00000,2.05789
507691.06250,6082877.50000,2.17097
507691.68750,6082878.00000,2.34019
507692.75000,6082878.50000,2.43334
507684.34375,6082876.00000,1.91061
507686.34375,6082875.50000,1.93260
507685.03125,6082877.50000,2.03050
507686.00000,6082877.50000,2.09070
507687.62500,6082875.50000,1.94675
507688.53125,6082877.00000,2.03174
507758.96875,6082881.50000,2.33408
507758.62500,6082879.50000,2.34440
507758.31250,6082877.50000,2.32050
507757.12500,6082875.00000,2.26425
507761.00000,6082882.50000,2.24515
507759.18750,6082882.00000,2.34565
507759.59375,6082883.00000,2.33181
507751.34375,6082867.50000,1.74863
507752.00000,6082867.50000,1.75652
507754.12500,6082868.50000,1.90070
507753.34375,6082868.00000,1.91565
507758.71875,6082881.50000,2.39899
507758.18750,6082880.50000,2.45169
507752.34375,6082867.50000,1.81902
507752.37500,6082867.50000,1.86781
507755.15625,6082870.50000,1.93854
507756.12500,6082872.50000,2.06967
507754.75000,6082871.50000,1.96862
507754.84375,6082869.00000,1.89288
507754.78125,6082869.00000,1.89710
507754.18750,6082868.50000,1.90287
507737.31250,6082871.00000,1.39206
507738.21875,6082871.00000,1.47090
507739.25000,6082871.00000,1.47194
507693.28125,6082878.00000,2.40078
507716.03125,6082876.50000,1.99393
507714.90625,6082876.00000,1.78834
507715.00000,6082875.50000,1.69813
507716.87500,6082878.00000,2.39049
507716.34375,6082877.50000,2.22557
507714.43750,6082874.00000,1.53612
507714.40625,6082875.00000,1.66506
507710.50000,6082876.00000,1.62342
507710.15625,6082876.50000,1.68848
507709.78125,6082876.50000,1.74117
507708.59375,6082876.50000,1.66340
507708.40625,6082876.00000,1.63731
507708.96875,6082876.50000,1.70238
507708.09375,6082876.50000,1.77231
507711.56250,6082876.00000,1.63525
507712.93750,6082876.50000,1.81737
507711.62500,6082877.00000,1.76808
507713.68750,6082876.00000,1.75518
507720.65625,6082879.00000,2.93344
507719.53125,6082878.50000,2.86005
507720.75000,6082880.00000,3.08073
507727.71875,6082880.00000,3.33236
507722.78125,6082881.00000,3.54503
507722.12500,6082881.00000,3.52350
507720.56250,6082880.50000,3.31758
507720.87500,6082881.00000,3.48867
507726.21875,6082880.50000,3.42495
507724.84375,6082881.00000,3.58637
507724.09375,6082881.50000,3.58969
507733.43750,6082873.50000,1.70959
507729.71875,6082879.50000,3.19098
507728.96875,6082880.00000,3.27050
507729.96875,6082879.00000,3.00751
507731.31250,6082877.50000,2.77025
507732.50000,6082876.00000,2.52029
507732.56250,6082877.00000,2.63354
507733.15625,6082875.50000,2.34132
507732.84375,6082874.50000,2.13053
507733.46875,6082874.50000,1.90285
507719.03125,6082878.50000,2.72170
507717.40625,6082879.00000,2.67411
507733.71875,6082872.50000,1.60969
507734.34375,6082871.50000,1.52842
507706.18750,6082877.50000,1.89172
507703.78125,6082876.50000,1.78450
507705.68750,6082877.50000,1.94977
507704.12500,6082877.50000,2.07602
507704.00000,6082877.50000,2.03850
507706.87500,6082877.50000,1.96024
507706.62500,6082877.50000,1.93561
507708.18750,6082877.50000,1.92977
507702.53125,6082877.50000,1.95818
507702.28125,6082877.50000,1.88314
507701.84375,6082878.00000,2.10412
507740.43750,6082871.00000,1.45993
507740.43750,6082871.00000,1.49046
507741.09375,6082871.50000,1.59922
507742.90625,6082872.00000,1.82185
507743.40625,6082871.00000,1.71007
507744.21875,6082870.50000,1.74125
507696.56250,6082879.50000,2.57533
507697.59375,6082879.50000,2.52360
507698.46875,6082879.50000,2.51144
507700.12500,6082878.00000,2.27624
507700.15625,6082879.00000,2.51967
507745.59375,6082871.50000,1.93857
507745.28125,6082871.00000,1.88173
507746.31250,6082872.50000,2.06073
507745.68750,6082872.00000,2.03531
507744.65625,6082871.00000,1.83567
507744.28125,6082871.00000,1.82654
507746.84375,6082873.00000,2.16260
507751.37500,6082867.50000,1.81367
507751.96875,6082869.00000,1.91289
507752.34375,6082870.00000,1.92448
507752.37500,6082869.50000,1.91337
507751.18750,6082872.00000,2.08491
507751.18750,6082872.50000,2.18853
507747.15625,6082874.00000,2.28322
507749.00000,6082874.00000,2.30427
507752.15625,6082871.00000,1.99699
507752.40625,6082870.00000,1.93715
507752.18750,6082872.00000,2.07458
507752.84375,6082871.50000,2.05010
507751.96875,6082872.00000,2.10846
507736.00000,6082872.00000,1.51195
507737.18750,6082871.50000,1.46828
507735.93750,6082872.00000,1.58067
507735.12500,6082872.50000,1.63177
507693.65625,6082879.00000,2.62634
507694.06250,6082879.50000,2.68360
507696.15625,6082880.00000,2.83739
507689.46875,6082877.00000,2.13055
507690.15625,6082877.50000,2.16601
507689.18750,6082877.50000,2.11195
507690.81250,6082877.50000,2.23960
507692.09375,6082879.00000,2.54689
507690.62500,6082878.00000,2.35251
507690.90625,6082879.00000,2.51880
507692.78125,6082879.50000,2.65060
507683.37500,6082876.00000,1.84899
507683.90625,6082877.00000,1.98069
507681.37500,6082876.00000,1.85838
507687.53125,6082877.00000,2.03664
507684.75000,6082877.50000,2.04884
507685.31250,6082878.50000,2.13345
507686.62500,6082878.50000,2.14259
507686.81250,6082877.50000,2.07628
507686.43750,6082878.50000,2.24423
507688.31250,6082877.00000,2.06943
507758.00000,6082882.50000,2.43111
507757.62500,6082879.50000,2.51585
507757.06250,6082879.00000,2.59631
507756.93750,6082876.00000,2.33614
507756.71875,6082877.00000,2.43348
507756.90625,6082878.00000,2.57055
507756.71875,6082877.00000,2.50197
507756.12500,6082874.00000,2.11911
507756.31250,6082875.00000,2.28262
507756.53125,6082876.00000,2.38426
507761.28125,6082883.50000,2.23460
507759.96875,6082884.00000,2.33502
507759.12500,6082882.50000,2.41450
507759.25000,6082883.50000,2.39434
507753.96875,6082868.50000,1.90832
507753.34375,6082868.00000,1.89916
507757.68750,6082881.50000,2.46034
507757.34375,6082881.00000,2.54480
507757.31250,6082880.50000,2.52771
507752.90625,6082869.00000,1.89883
507753.03125,6082869.00000,1.89658
507754.84375,6082870.50000,1.90917
507755.87500,6082873.50000,2.17462
507754.37500,6082872.50000,2.05541
507754.59375,6082870.50000,1.91952
507754.03125,6082871.00000,1.96929
507754.62500,6082869.50000,1.87855
507754.59375,6082869.50000,1.88154
507754.59375,6082870.00000,1.85599
507753.90625,6082869.00000,1.89079
507739.03125,6082871.50000,1.57548
507737.81250,6082872.50000,1.66392
507740.03125,6082872.00000,1.62204
507715.21875,6082877.00000,2.04642
507714.78125,6082876.50000,1.91135
507716.81250,6082878.50000,2.47515
507715.34375,6082878.00000,2.17591
507715.37500,6082878.00000,2.33305
507710.96875,6082877.00000,1.72068
507710.25000,6082877.50000,1.80689
507708.93750,6082877.00000,1.81505
507709.93750,6082877.50000,1.90966
507708.56250,6082877.50000,1.86022
507713.31250,6082877.50000,1.97588
507711.90625,6082877.50000,1.92280
507713.71875,6082877.00000,1.92146
507711.21875,6082878.00000,1.85695
507720.00000,6082879.50000,3.10608
507719.12500,6082879.50000,2.96350
507727.84375,6082881.00000,3.39078
507726.78125,6082881.00000,3.47589
507722.75000,6082881.50000,3.63518
507721.12500,6082881.00000,3.63885
507721.68750,6082882.00000,3.60810
507719.18750,6082880.50000,3.20055
507719.31250,6082881.50000,3.36535
507719.90625,6082882.00000,3.46342
507720.96875,6082882.00000,3.57131
507726.37500,6082881.00000,3.53250
507724.75000,6082882.00000,3.71901
507724.90625,6082882.00000,3.65038
507726.46875,6082882.00000,3.53456
507723.34375,6082882.50000,3.60190
507722.90625,6082882.00000,3.69207
507734.06250,6082872.50000,1.58373
507734.53125,6082873.50000,1.67113
507730.06250,6082880.00000,3.15028
507729.46875,6082881.00000,3.29621
507731.90625,6082878.50000,2.89410
507732.53125,6082878.00000,2.75281
507732.68750,6082876.50000,2.65945
507733.34375,6082876.50000,2.53396
507733.25000,6082877.50000,2.68706
507734.09375,6082876.00000,2.37816
507733.68750,6082875.50000,2.17465
507734.87500,6082874.00000,1.90228
507718.03125,6082880.00000,2.94278
507717.00000,6082879.00000,2.69675
507717.12500,6082880.00000,2.84659
507705.75000,6082878.00000,2.07763
507704.15625,6082878.50000,2.27639
507704.37500,6082878.50000,2.28385
507702.78125,6082878.50000,2.22544
507706.21875,6082878.50000,2.12007
507707.09375,6082878.50000,2.11888
507706.00000,6082878.50000,2.07280
507708.31250,6082878.50000,2.06561
507709.15625,6082878.00000,1.97787
507702.40625,6082878.50000,2.08570
507700.28125,6082879.00000,2.39027
507702.18750,6082879.00000,2.28219
507741.53125,6082872.50000,1.83663
507743.65625,6082871.50000,1.84710
507742.40625,6082873.00000,2.01832
507743.31250,6082872.50000,1.96510
507743.68750,6082871.50000,1.78933
507696.81250,6082880.50000,2.78413
507697.71875,6082880.50000,2.79184
507698.84375,6082880.50000,2.69820
507700.09375,6082880.00000,2.70874
507700.56250,6082880.00000,2.55272
507745.18750,6082872.00000,1.97110
507744.65625,6082871.50000,1.89011
507746.12500,6082873.00000,2.16967
507745.59375,6082873.00000,2.11526
507743.93750,6082872.00000,1.89594
507746.68750,6082873.50000,2.26647
507752.93750,6082869.00000,1.89663
507753.00000,6082869.50000,1.90127
507752.21875,6082872.50000,2.15405
507751.96875,6082873.00000,2.23277
507751.65625,6082873.50000,2.31317
507747.25000,6082874.50000,2.36538
507746.06250,6082875.00000,2.43313
507749.25000,6082875.00000,2.41631
507747.84375,6082875.50000,2.40165
507753.43750,6082871.00000,1.96657
507753.15625,6082871.50000,2.02746
507752.25000,6082872.00000,2.09089
507752.56250,6082872.50000,2.10200
507736.50000,6082872.50000,1.61318
507735.93750,6082873.00000,1.71302
507735.18750,6082873.50000,1.78230
507693.87500,6082880.00000,2.81181
507694.40625,6082880.50000,2.90918
507696.09375,6082881.00000,2.98985
507689.96875,6082878.00000,2.25336
507688.68750,6082878.00000,2.20328
507692.28125,6082880.00000,2.72318
507690.34375,6082878.50000,2.38709
507690.28125,6082879.50000,2.53915
507691.03125,6082880.00000,2.68942
507690.06250,6082879.00000,2.41733
507693.06250,6082880.50000,2.84808
507682.37500,6082876.00000,1.76179
507682.93750,6082877.00000,1.92118
507684.56250,6082877.50000,2.03255
507684.09375,6082877.50000,2.02714
507683.59375,6082877.50000,1.98871
507680.37500,6082876.50000,1.88411
507677.81250,6082876.50000,1.88241
507682.06250,6082877.50000,1.85093
507681.03125,6082877.50000,1.90948
507682.00000,6082877.50000,1.91736
507678.81250,6082876.50000,1.91461
507687.46875,6082877.50000,2.08134
507684.90625,6082878.50000,2.14588
507685.59375,6082879.00000,2.31141
507686.90625,6082878.50000,2.19445
507686.90625,6082879.50000,2.33265
507686.25000,6082879.50000,2.35617
507686.62500,6082879.50000,2.33200
507757.53125,6082882.50000,2.49279
507757.62500,6082883.50000,2.48152
507758.28125,6082883.50000,2.42538
507757.21875,6082880.00000,2.65376
507756.84375,6082879.50000,2.55561
507757.00000,6082879.00000,2.54358
507755.68750,6082877.50000,2.54512
507756.46875,6082878.00000,2.56111
507756.34375,6082878.00000,2.52281
507755.56250,6082874.50000,2.36256
507755.18750,6082875.50000,2.49495
507755.00000,6082876.50000,2.55762
507761.50000,6082884.50000,2.32736
507760.25000,6082885.00000,2.32444
507759.40625,6082884.50000,2.39664
507758.50000,6082884.50000,2.40665
507753.81250,6082869.00000,1.90203
507756.40625,6082882.00000,2.46580
507756.15625,6082881.00000,2.48558
507755.87500,6082880.50000,2.52220
507756.03125,6082880.00000,2.59275
507753.87500,6082869.00000,1.87701
507753.90625,6082873.00000,2.22486
507754.25000,6082870.50000,1.91206
507738.93750,6082872.00000,1.65682
507739.56250,6082872.50000,1.65636
507738.18750,6082873.00000,1.86165
507736.81250,6082873.50000,1.81001
507738.90625,6082873.00000,1.82334
507739.93750,6082873.00000,1.76711
507714.96875,6082877.50000,2.04263
507715.90625,6082879.00000,2.55480
507714.03125,6082878.00000,2.09534
507714.50000,6082879.00000,2.30920
507715.46875,6082879.00000,2.44070
507710.53125,6082878.00000,1.95911
507709.84375,6082878.50000,2.07203
507713.50000,6082878.50000,2.13433
507712.40625,6082878.50000,2.06732
507711.43750,6082879.00000,2.01738
507718.65625,6082880.50000,3.18476
507727.96875,6082882.00000,3.40865
507727.31250,6082882.00000,3.44746
507722.21875,6082883.00000,3.64505
507721.06250,6082883.00000,3.63391
507719.25000,6082881.50000,3.46807
507719.34375,6082882.50000,3.48038
507720.46875,6082883.00000,3.46853
507723.93750,6082883.00000,3.55543
507725.34375,6082883.00000,3.55512
507725.00000,6082883.00000,3.58519
507726.53125,6082883.00000,3.48021
507723.03125,6082883.00000,3.69281
507730.31250,6082880.00000,3.21353
507730.15625,6082881.00000,3.23559
507729.90625,6082881.50000,3.28628
507732.46875,6082879.00000,2.86036
507732.46875,6082879.00000,2.97578
507733.46875,6082877.50000,2.65792
507733.56250,6082878.50000,2.81077
507734.62500,6082877.00000,2.58572
507735.06250,6082875.00000,2.14521
507735.18750,6082876.00000,2.39974
507735.43750,6082874.50000,2.03910
507717.12500,6082880.50000,3.12681
507717.25000,6082881.00000,3.13841
