XUTM,YUTM,EC 0-0.25 m
535314.75000,6247903.50000,5.99347
535311.75000,6247903.50000,5.79744
535317.50000,6247902.50000,6.18120
535324.93750,6247886.00000,5.30087
535323.87500,6247889.00000,5.30930
535342.75000,6247856.50000,10.94860
535337.06250,6247854.00000,10.57328
535331.50000,6247857.50000,9.17339
535329.06250,6247859.00000,8.34908
535325.18750,6247870.00000,6.85057
535327.31250,6247872.00000,6.25297
535327.12500,6247875.00000,5.92930
535324.50000,6247876.00000,5.87260
535323.93750,6247883.50000,5.22513
535321.56250,6247881.50000,5.23006
535321.56250,6247890.50000,5.36287
535318.62500,6247891.00000,5.36650
535317.81250,6247899.50000,6.03977
535315.50000,6247898.00000,5.66867
535270.56250,6248241.50000,3.69623
535262.56250,6248239.00000,4.10383
535270.50000,6248238.50000,3.95286
535227.50000,6248260.00000,3.24019
535225.50000,6248258.50000,3.31871
535225.00000,6248258.00000,3.33987
535224.18750,6248258.00000,3.29532
535220.87500,6248256.00000,3.44407
535226.00000,6248264.50000,3.69551
535225.68750,6248261.00000,3.40940
535226.31250,6248267.50000,3.90451
535220.18750,6248256.00000,3.39366
535239.00000,6248281.00000,6.13282
535236.18750,6248280.00000,6.27567
535231.81250,6248277.50000,5.77969
535229.56250,6248275.50000,5.05215
535226.81250,6248270.50000,4.14566
535227.37500,6248271.50000,4.29395
535227.81250,6248273.00000,4.64689
535241.81250,6248282.00000,6.11600
535225.06250,6248246.50000,3.36663
535232.93750,6248243.50000,3.52792
535217.62500,6248254.50000,3.24190
535213.75000,6248244.50000,3.04608
535212.56250,6248247.50000,3.06805
535241.00000,6248241.50000,3.78578
535247.00000,6248241.00000,3.88469
535253.87500,6248239.50000,4.17039
535271.68750,6248280.00000,3.71104
535260.43750,6248284.00000,4.51172
535259.06250,6248284.00000,4.62216
535261.68750,6248286.50000,5.16959
535263.87500,6248288.50000,5.36520
535265.81250,6248287.00000,4.95142
535271.37500,6248282.50000,3.85403
535270.37500,6248284.50000,4.39037
535245.31250,6248283.50000,6.02187
535246.37500,6248286.50000,6.90733
535249.93750,6248288.00000,6.81877
535252.75000,6248289.00000,7.01577
535257.56250,6248288.00000,6.39842
535255.50000,6248290.00000,7.26535
535276.31250,6248239.00000,2.83091
535281.25000,6248236.50000,2.71742
535320.62500,6247928.50000,2.86001
535322.18750,6247933.00000,2.80580
535314.87500,6247921.00000,3.40308
535313.93750,6247924.00000,3.11768
535319.62500,6247940.50000,2.63676
535319.06250,6247934.00000,2.71109
535318.18750,6247937.00000,2.67302
535281.12500,6248233.50000,3.14127
535318.68750,6247943.50000,2.66337
535271.50000,6248239.00000,3.67004
535276.81250,6248283.00000,4.01336
535276.12500,6248284.00000,4.20131
535274.18750,6248290.00000,5.28630
535270.18750,6248285.00000,4.72014
535271.31250,6248289.00000,5.34441
535279.31250,6248324.00000,16.50729
535278.75000,6248329.00000,16.00303
535279.43750,6248315.50000,16.76693
535271.00000,6248297.00000,7.93288
535276.93750,6248298.00000,8.05133
535279.75000,6248298.50000,8.16018
535273.93750,6248298.00000,8.37602
535279.18750,6248312.50000,16.09828
535278.56250,6248301.00000,9.34664
535315.00000,6247919.00000,3.70209
535312.31250,6247920.50000,3.54852
535309.31250,6247920.00000,3.61020
535306.37500,6247919.50000,3.89871
535307.18750,6247912.50000,5.04601
535308.81250,6247903.00000,5.83910
535312.62500,6247897.00000,5.57979
535343.18750,6247853.50000,11.37142
535331.37500,6247855.00000,9.25473
535337.06250,6247851.00000,10.62337
535322.37500,6247869.00000,7.08065
535329.06250,6247853.00000,8.77769
535326.25000,6247852.00000,7.92415
535320.75000,6247858.50000,7.92723
535319.18750,6247875.50000,5.49111
535318.75000,6247880.50000,5.22822
535315.62500,6247890.50000,5.07280
535253.75000,6248236.50000,4.31543
535262.50000,6248236.00000,4.31206
535270.43750,6248235.50000,4.12434
535271.43750,6248236.00000,3.90262
535269.18750,6248234.00000,4.20742
535216.25000,6248267.00000,4.20747
535219.06250,6248268.00000,4.13495
535221.81250,6248269.00000,4.06990
535224.56250,6248270.50000,4.23376
535217.37500,6248255.00000,3.32660
535213.37500,6248266.00000,4.14320
535237.50000,6248283.50000,7.09461
535240.75000,6248284.50000,6.97799
535234.68750,6248282.50000,7.45823
535231.81250,6248281.50000,7.53578
535229.00000,6248280.50000,7.52029
535226.18750,6248279.50000,7.54054
535223.37500,6248278.00000,7.40109
535243.56250,6248285.50000,6.92615
535225.06250,6248243.50000,3.37118
535233.06250,6248240.50000,3.64171
535214.81250,6248253.50000,3.19503
535214.43750,6248241.50000,3.13610
535206.18750,6248244.00000,2.99413
535206.68750,6248241.00000,3.05955
535210.50000,6248249.50000,3.09902
535211.25000,6248252.50000,3.12553
535206.12500,6248247.00000,3.02816
535240.87500,6248235.50000,3.92602
535246.93750,6248238.00000,3.91955
535233.06250,6248237.50000,3.80195
535260.31250,6248289.00000,6.28333
535263.18750,6248290.00000,6.22748
535266.12500,6248289.50000,5.55670
535268.50000,6248287.50000,5.06219
535266.75000,6248288.50000,5.18058
535269.25000,6248287.00000,5.07764
535245.37500,6248292.50000,8.15797
535242.50000,6248291.50000,8.13243
535248.18750,6248293.50000,8.19715
535251.00000,6248294.50000,8.46717
535259.18750,6248291.50000,7.42626
535253.87500,6248295.50000,9.02234
535256.68750,6248296.50000,9.35258
535276.18750,6248236.00000,3.07206
535311.75000,6247931.00000,2.80452
535313.06250,6247927.00000,2.87461
535308.06250,6247926.50000,2.96705
535316.75000,6247941.50000,2.65966
535310.93750,6247934.00000,2.78315
535310.06250,6247937.00000,2.81644
535280.93750,6248230.50000,3.30047
535276.12500,6248233.00000,3.36568
535280.37500,6248221.00000,3.55719
535317.68750,6247946.50000,2.66833
535315.81250,6247944.00000,2.67715
535280.12500,6248215.50000,3.49101
535279.75000,6248207.50000,3.47926
535268.56250,6248288.00000,5.09059
535268.25000,6248296.00000,7.81472
535276.75000,6248322.50000,17.39240
535275.87500,6248329.50000,16.43114
534795.00000,6248909.00000,3.52902
534787.75000,6248932.50000,4.51849
535276.62500,6248316.00000,17.77308
535270.75000,6248301.50000,10.27965
535267.93750,6248300.50000,10.09760
535276.75000,6248299.00000,8.75178
535273.56250,6248302.50000,10.33608
535276.93750,6248310.50000,16.03946
535276.50000,6248303.00000,9.92149
535305.18750,6247925.50000,3.22855
535302.31250,6247925.00000,3.53588
535303.50000,6247919.00000,4.06284
535304.31250,6247911.50000,5.19519
535305.93750,6247902.00000,5.84589
535309.75000,6247896.00000,5.67028
535312.68750,6247890.00000,4.93845
535343.06250,6247850.50000,11.40058
535335.18750,6247849.00000,10.07678
535341.87500,6247848.00000,11.19093
535336.12500,6247848.00000,10.35010
535339.62500,6247846.00000,10.26479
535319.50000,6247868.00000,7.08824
535331.06250,6247843.50000,9.05487
535334.18750,6247845.50000,9.99498
535326.31250,6247841.50000,7.70074
535323.37500,6247851.00000,7.63130
535320.50000,6247850.50000,7.73496
535317.87500,6247858.00000,8.07809
535316.62500,6247867.50000,7.21020
535316.31250,6247874.50000,5.61447
535315.87500,6247879.50000,5.20464
535246.87500,6248235.00000,4.12036
535253.62500,6248233.50000,4.48197
535262.43750,6248233.00000,4.49289
535271.31250,6248233.00000,4.05223
535270.37500,6248232.50000,4.23337
535269.12500,6248230.00000,4.26044
535212.00000,6248274.50000,6.88033
535214.93750,6248275.50000,6.91119
535217.81250,6248276.00000,7.02071
535220.68750,6248277.00000,7.10449
535214.50000,6248254.00000,3.23782
535210.62500,6248265.00000,4.06293
535209.12500,6248274.00000,6.61453
535236.81250,6248289.50000,8.68909
535233.50000,6248288.50000,8.61371
535239.62500,6248290.50000,8.43049
535230.68750,6248287.50000,8.48329
535227.87500,6248286.50000,8.69051
535225.06250,6248285.50000,9.20521
535222.25000,6248284.50000,9.48203
535219.37500,6248283.50000,9.63054
535225.06250,6248240.50000,3.43181
535215.00000,6248238.50000,3.39723
535207.56250,6248237.50000,3.27259
535205.12500,6248245.50000,2.92913
535204.75000,6248242.50000,2.96560
535205.12500,6248239.50000,3.06730
535208.43750,6248250.50000,3.05577
535207.62500,6248249.50000,3.09036
535209.25000,6248252.00000,3.14722
535207.81250,6248264.00000,3.92445
535206.37500,6248248.50000,2.96352
535204.50000,6248248.50000,3.14872
535233.06250,6248234.50000,3.99390
535240.75000,6248232.50000,4.01023
535225.06250,6248237.50000,3.71440
535261.87500,6248293.00000,7.48090
535264.56250,6248294.00000,7.51367
535241.43750,6248299.00000,11.79991
535244.31250,6248300.00000,12.39501
535238.56250,6248298.00000,11.28448
535247.18750,6248301.00000,13.26254
535250.00000,6248301.50000,14.17648
535259.50000,6248297.50000,9.99761
535252.87500,6248302.50000,15.33076
535255.68750,6248303.50000,16.13473
535311.56250,6247931.00000,2.71911
535310.56250,6247928.00000,2.79694
535308.18750,6247934.50000,2.77901
535305.25000,6247935.00000,2.81830
535309.12500,6247939.50000,2.85184
535280.56250,6248224.00000,3.53686
535276.00000,6248230.00000,3.48216
535275.75000,6248221.50000,3.48975
535316.68750,6247949.00000,2.76325
535314.50000,6247948.00000,2.77529
535308.25000,6247942.50000,2.86203
535279.93750,6248211.50000,3.50198
535275.50000,6248215.50000,3.43176
535275.31250,6248212.50000,3.51254
535279.56250,6248203.50000,3.50701
535275.06250,6248206.50000,3.66075
535279.43750,6248200.50000,3.47211
535275.18750,6248209.50000,3.61947
535265.18750,6248299.50000,10.42744
535273.87500,6248321.50000,18.17306
535272.87500,6248329.50000,17.12583
534800.00000,6248840.00000,5.13690
534809.18750,6248770.50000,6.43262
534798.68750,6248861.50000,3.59685
535013.75000,6248428.50000,8.00194
534793.93750,6248912.00000,3.50002
534794.37500,6248906.50000,3.45856
534792.12500,6248904.50000,3.54942
534785.68750,6248935.00000,4.69130
534788.31250,6248930.00000,4.36887
534786.81250,6248927.50000,4.20076
534759.06250,6248973.50000,7.29157
534784.06250,6248926.00000,4.33515
534773.18750,6248951.50000,7.05686
535273.68750,6248316.00000,18.60971
535267.18750,6248307.00000,16.23745
535271.37500,6248308.50000,16.35770
535264.31250,6248306.00000,16.35859
535274.25000,6248309.50000,16.73221
535302.25000,6247934.50000,2.83635
535299.37500,6247934.00000,2.91991
535299.37500,6247924.00000,3.73013
535300.62500,6247918.00000,4.35067
535301.50000,6247910.50000,5.25815
535303.06250,6247901.00000,5.81436
535306.87500,6247895.50000,5.84148
535309.75000,6247889.50000,4.97314
535313.00000,6247879.00000,5.05060
535336.81250,6247846.50000,10.22520
535323.43750,6247840.50000,7.03963
535317.62500,6247849.50000,7.82752
535313.75000,6247866.50000,7.34571
535315.00000,6247857.00000,8.27589
535313.50000,6247873.50000,5.90677
535246.81250,6248232.00000,4.25439
535253.56250,6248230.50000,4.57943
535262.37500,6248230.00000,4.58700
535271.18750,6248230.00000,4.09758
535270.25000,6248229.50000,4.20649
535270.12500,6248226.50000,4.10933
535262.31250,6248227.00000,4.42900
535269.00000,6248226.00000,4.07863
535210.87500,6248280.50000,8.84621
535207.93750,6248279.50000,8.36245
535213.62500,6248281.50000,9.09856
535216.56250,6248282.50000,9.34005
535206.18750,6248273.00000,6.20526
535205.06250,6248279.00000,8.15908
535232.93750,6248296.00000,11.32379
535235.75000,6248297.00000,10.96725
535230.06250,6248295.00000,11.58847
535227.25000,6248294.00000,12.10977
535224.43750,6248293.00000,12.71166
535221.56250,6248292.00000,13.37699
535218.68750,6248291.50000,13.68722
535215.87500,6248290.50000,13.97145
535215.62500,6248235.00000,3.50934
535208.37500,6248234.00000,3.46571
535205.87500,6248236.00000,3.26933
535202.93750,6248246.00000,3.07226
535201.56250,6248239.50000,2.93391
535201.93750,6248243.00000,2.98999
535201.62500,6248236.50000,3.05988
535206.62500,6248250.50000,3.20339
535204.93750,6248263.00000,3.98645
535203.31250,6248272.50000,5.92429
535192.75000,6248253.50000,3.57585
535193.18750,6248250.00000,3.51251
535199.00000,6248262.00000,4.37359
535225.06250,6248234.50000,3.72973
535233.00000,6248231.50000,4.10641
535240.75000,6248229.50000,4.09185
535262.37500,6248298.50000,10.25941
535241.93750,6248306.50000,15.90264
535239.06250,6248306.00000,15.39491
535244.81250,6248307.50000,16.71524
535236.18750,6248305.00000,15.34885
535247.68750,6248308.50000,18.11471
535250.56250,6248309.50000,19.47611
535258.62500,6248304.50000,16.77892
535253.43750,6248310.50000,20.44112
535256.31250,6248311.00000,21.56208
535303.43750,6247942.50000,2.87322
535275.81250,6248224.50000,3.48396
535271.00000,6248225.50000,3.94739
535270.81250,6248219.50000,3.54313
535270.87500,6248222.50000,3.74876
535315.68750,6247952.00000,2.82093
535311.00000,6247966.00000,3.10548
535307.37500,6247945.50000,2.86927
535306.43750,6247948.00000,2.92573
535306.68750,6247947.00000,2.91893
535313.43750,6247951.50000,2.79790
535305.93750,6247944.50000,2.89443
535270.68750,6248216.50000,3.34173
535269.62500,6248214.50000,3.49651
535270.43750,6248211.50000,3.68364
535274.93750,6248203.50000,3.79561
535270.12500,6248206.50000,3.97380
535274.62500,6248197.00000,3.88445
535279.18750,6248195.00000,3.20215
535269.37500,6248208.50000,3.84255
535261.43750,6248305.50000,16.58552
535269.93750,6248329.00000,17.84537
535270.87500,6248321.50000,19.01274
535267.00000,6248328.50000,18.32571
534798.50000,6248859.00000,3.60048
534800.00000,6248837.00000,5.46212
534798.50000,6248842.50000,4.72067
534801.25000,6248814.00000,7.94852
534798.31250,6248834.50000,5.79784
535011.12500,6248430.00000,7.63955
534809.06250,6248767.50000,6.52888
534807.81250,6248773.00000,6.18364
534807.18750,6248765.00000,6.90735
534797.06250,6248864.00000,3.45856
534793.18750,6248881.50000,3.50808
534792.93750,6248884.50000,3.47215
534796.12500,6248857.00000,3.57048
535264.00000,6248328.50000,18.46342
535261.06250,6248327.50000,18.25625
535008.50000,6248428.50000,7.05840
535007.87500,6248425.50000,6.58756
535016.37500,6248424.50000,8.67018
534791.62500,6248914.00000,3.36301
534791.06250,6248886.50000,3.57743
534789.31250,6248903.50000,3.64619
534788.43750,6248888.00000,3.72444
534783.00000,6248936.00000,4.93971
534788.81250,6248914.50000,3.44452
534742.18750,6248992.50000,8.89783
534756.75000,6248975.50000,7.23599
534760.37500,6248971.00000,7.42031
534757.18750,6248966.50000,7.34583
534785.81250,6248914.50000,3.80570
534781.18750,6248925.00000,4.39738
534773.56250,6248948.50000,6.69339
534771.18750,6248954.00000,7.42546
534771.75000,6248946.50000,6.01650
535270.75000,6248315.00000,19.08580
535267.81250,6248314.50000,18.99699
535264.93750,6248313.50000,19.57796
535262.06250,6248313.00000,21.33413
535300.56250,6247942.00000,2.81810
535297.68750,6247941.00000,2.80237
535294.87500,6247940.00000,2.86459
535296.43750,6247933.50000,3.12624
535296.50000,6247923.50000,3.97848
535297.75000,6247917.00000,4.50358
535298.62500,6247909.50000,5.24222
535300.18750,6247900.50000,5.86148
535304.00000,6247894.50000,6.08313
535306.87500,6247888.50000,5.45544
535310.12500,6247878.00000,5.60291
535318.12500,6247839.00000,6.08131
535241.62500,6247816.50000,4.65243
535314.75000,6247848.50000,8.02110
535310.87500,6247865.50000,7.66205
535310.62500,6247873.00000,6.50527
535308.00000,6247865.00000,8.12754
535308.62500,6247855.00000,8.63442
535246.75000,6248229.00000,4.28796
535253.50000,6248227.50000,4.55749
535253.43750,6248224.50000,4.31146
535262.31250,6248224.00000,4.24232
535269.93750,6248223.50000,3.91864
535268.81250,6248221.50000,3.84900
535207.37500,6248287.50000,12.12881
535210.25000,6248288.50000,12.66032
535204.50000,6248286.50000,11.41618
535213.00000,6248289.50000,13.44857
535202.18750,6248278.00000,7.91829
535201.68750,6248285.50000,11.29908
535230.37500,6248303.50000,15.01827
535233.31250,6248304.50000,15.11848
535227.50000,6248303.00000,15.62947
535224.56250,6248302.00000,16.21861
535221.68750,6248301.50000,16.53066
535218.75000,6248300.50000,16.47687
535214.93750,6248299.50000,16.45711
535212.12500,6248298.50000,16.37092
535216.25000,6248232.00000,3.31366
535209.25000,6248230.50000,3.78189
535206.75000,6248232.00000,3.55021
535202.00000,6248233.50000,3.22787
535193.81250,6248246.50000,3.33192
535195.25000,6248240.00000,2.81495
535194.56250,6248243.00000,3.04900
535196.56250,6248233.50000,2.94910
535202.00000,6248262.50000,4.20959
535200.37500,6248271.50000,5.69235
535199.25000,6248277.50000,7.90918
535192.18750,6248256.50000,3.84455
535055.56250,6248289.00000,15.48677
535053.06250,6248286.00000,14.93069
535196.06250,6248262.50000,4.78355
535197.50000,6248271.00000,5.94336
535225.06250,6248231.50000,3.81552
535232.93750,6248228.50000,4.17488
535240.68750,6248226.50000,4.14918
535239.31250,6248312.00000,17.30995
535242.12500,6248313.00000,17.74500
535236.43750,6248311.00000,17.05110
535245.00000,6248314.00000,18.75329
535233.56250,6248310.00000,16.85237
535247.81250,6248314.50000,20.27733
535250.68750,6248315.50000,21.91329
535259.12500,6248312.00000,22.92691
535253.50000,6248316.50000,22.97544
535256.37500,6248317.50000,23.51370
535304.68750,6247949.00000,2.97028
535301.75000,6247949.50000,2.95300
535269.68750,6248217.50000,3.49499
535269.81250,6248220.50000,3.62366
535314.68750,6247955.00000,2.84656
535311.87500,6247963.50000,3.10179
535312.75000,6247960.50000,3.01559
535306.00000,6247976.00000,3.07283
535300.00000,6247995.00000,2.79392
535309.43750,6247965.00000,3.13737
535307.18750,6247972.00000,3.15417
535278.62500,6248183.00000,3.27399
535305.06250,6247979.00000,3.05644
535302.31250,6247987.50000,3.01420
535301.18750,6247991.50000,2.89483
535278.43750,6248180.00000,3.38172
535303.56250,6247983.50000,3.01639
535308.56250,6247968.00000,3.14426
535278.87500,6248189.00000,3.04362
535298.87500,6247999.00000,2.91880
535277.43750,6248158.50000,3.35130
535278.00000,6248171.50000,3.46808
535305.50000,6247951.00000,3.00900
535312.37500,6247955.00000,2.91247
535268.62500,6248217.50000,3.58841
535268.50000,6248213.00000,3.64032
535269.50000,6248211.50000,3.73244
535269.93750,6248203.50000,4.14527
535269.81250,6248200.50000,4.28059
535269.18750,6248205.50000,4.05719
535269.68750,6248197.50000,4.35985
535274.50000,6248194.00000,3.67078
535279.00000,6248192.00000,3.06118
535268.25000,6248209.00000,3.79053
535267.93750,6248321.00000,19.39933
534800.50000,6248817.00000,8.26754
534796.06250,6248844.00000,4.27831
534795.56250,6248833.50000,5.95885
534800.06250,6248811.50000,7.75614
534798.50000,6248819.00000,8.64759
534795.75000,6248820.50000,8.55690
535008.31250,6248431.00000,7.26051
535007.43750,6248431.50000,6.65050
535004.56250,6248432.00000,5.81831
534805.25000,6248774.50000,6.00216
534798.25000,6248788.50000,5.19666
534798.12500,6248791.50000,5.21020
534804.50000,6248764.00000,6.77836
534957.62500,6248417.00000,7.11394
534981.25000,6248424.00000,9.28500
534977.87500,6248423.00000,9.19022
534974.43750,6248422.00000,8.96600
534971.06250,6248421.00000,8.66208
534967.68750,6248420.00000,8.28241
534964.31250,6248419.00000,7.84161
534960.93750,6248418.00000,7.43143
534984.62500,6248425.00000,9.31184
534954.31250,6248416.00000,7.20243
534951.06250,6248415.00000,7.94579
534947.81250,6248414.00000,9.34196
534944.62500,6248413.00000,10.92557
534941.75000,6248412.00000,12.52760
534938.06250,6248411.00000,13.99259
535001.75000,6248431.00000,5.10859
534990.43750,6248427.00000,7.39623
534792.93750,6248865.50000,3.06994
534791.00000,6248879.50000,3.52116
534793.31250,6248856.00000,3.60181
535265.00000,6248320.00000,19.53772
535258.12500,6248327.00000,18.91136
535262.12500,6248319.50000,20.42099
535005.31250,6248431.00000,6.38899
535002.37500,6248430.50000,5.59623
535006.43750,6248421.50000,5.49147
535008.37500,6248419.00000,5.75781
535243.31250,6248322.00000,19.72423
535255.25000,6248326.00000,20.86035
535240.50000,6248321.00000,18.63174
535246.18750,6248323.00000,21.21381
535017.50000,6248421.50000,8.27927
534788.18750,6248878.50000,3.62127
534786.43750,6248902.50000,3.72152
534785.50000,6248888.50000,3.87293
534780.00000,6248936.50000,4.93008
534739.56250,6248994.00000,9.24593
534743.06250,6248990.00000,8.80706
534741.62500,6248987.50000,9.14644
534753.93750,6248976.50000,6.99194
534754.37500,6248965.50000,7.38760
534759.62500,6248968.00000,7.46588
534768.43750,6248955.00000,7.25974
534759.56250,6248954.50000,6.33646
